시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
여주IC교(강릉),경기도,여주군,34.9,16.2,1.0,34.9,프리플렉스거더교,DB-24,24562.0,1994,29
여주IC교(인천),경기도,여주군,34.9,12.1,1.0,34.9,프리플렉스거더교,DB-24,24562.0,1994,29
여주JCT1교,경기도,여주군,182.7,12.6,4.0,50.7,강박스거더교,DB-24,9666.0,2002,21
여주JCT2교,경기도,여주군,215.0,8.5,5.0,43.0,강박스거더교,DB-24,9666.0,2002,21
여주JCT3교(양평),경기도,여주군,8.5,12.5,1.0,8.5,라멘교,DB-24,9666.0,2002,21
여주JCT3교(창원),경기도,여주군,8.5,20.0,1.0,8.5,라멘교,DB-24,9666.0,2002,21
여주JCT4교,경기도,여주군,8.5,25.5,1.0,8.5,라멘교,DB-24,9666.0,2002,21
여주JCT5교,경기도,여주군,8.5,19.0,1.0,8.5,라멘교,DB-24,9666.0,2002,21
여주JCT6교,경기도,여주군,160.0,9.0,4.0,45.0,강박스거더교,DB-24,9666.0,2010,13
여주JCT7교,경기도,여주군,225.0,8.5,5.0,45.0,강박스거더교,DB-24,9666.0,2010,13
연대교(양평),경기도,여주군,180.0,12.1,6.0,30.0,PSCI거더교,DB-24,35760.0,2002,21
연대교(창원),경기도,여주군,180.0,12.1,6.0,30.0,PSCI거더교,DB-24,35760.0,2002,21
연동1교(서울),경기도,화성시,40.3,7.9,1.0,40.3,PSCI거더교,DB-24,9722.0,2017,6
연동1교(서울),경기도,양주시,40.3,7.9,1.0,40.0,PSCI거더교,DB-24,9722.0,2017,6
연동1교(양주),경기도,양주시,40.3,7.9,1.0,40.0,PSCI거더교,DB-24,9722.0,2017,6
연동1교(양주),경기도,화성시,40.3,7.9,1.0,40.3,PSCI거더교,DB-24,9722.0,2017,6
열미교(광주),경기도,광주시,90.0,12.7,3.0,30.0,PSCI거더교,DB-24,28346.0,2016,7
열미교(원주),경기도,광주시,90.0,12.7,3.0,30.0,PSCI거더교,DB-24,28346.0,2016,7
영덕1교,경기도,용인시 기흥구,30.0,34.7,1.0,30.0,프리플렉스거더교,DB-24,47326.0,2009,14
영덕2교,경기도,용인시 기흥구,55.0,32.2,1.0,55.0,강박스거더교,DB-24,47326.0,2009,14
영덕교(0),경기도,용인시 기흥구,70.0,15.3,6.0,13.0,RC슬래브교,DB-24,107111.0,1968,55
영덕교(1),경기도,용인시 기흥구,70.0,5.8,6.0,13.0,RC슬래브교,DB-24,107111.0,1987,36
영덕교(2),경기도,용인시 기흥구,70.0,8.8,6.0,13.0,RC슬래브교,DB-24,107111.0,1992,31
영덕교(3),경기도,용인시,70.0,30.0,6.0,13.0,RC슬래브교,DB-24,107111.0,1996,27
오니산1교,경기도,김포시,15.0,24.3,1.0,15.0,라멘교,DB-24,13027.0,2017,6
오니산2교(김포),경기도,김포시,50.0,12.1,1.0,50.0,강박스거더교,DB-24,13027.0,2017,6
오니산2교(인천),경기도,김포시,50.0,12.3,1.0,50.0,강박스거더교,DB-24,13027.0,2017,6
오산1교(제천),경기도,안성시,14.4,18.1,1.0,14.4,아치교,DB-24,26618.0,2008,15
오산1교(평택),경기도,안성시,14.4,18.1,1.0,14.4,아치교,DB-24,26618.0,2008,15
오산2교(제천),경기도,안성시,10.0,12.8,1.0,10.0,라멘교,DB-24,26618.0,2008,15
오산2교(평택),경기도,안성시,10.0,12.6,1.0,10.0,라멘교,DB-24,26618.0,2008,15
오산IC육교(부산),경기도,오산시,60.1,19.3,3.0,26.0,PSC중공슬래브교,DB-24,92257.0,1993,30
오산IC육교(서울),경기도,오산시,60.1,27.4,3.0,26.0,PSC중공슬래브교,DB-24,92257.0,1993,30
오산리교(부산),경기도,화성시,11.6,19.7,1.0,11.6,라멘교,DB-24,,1993,30
오산천교(동탄),경기도,화성시,160.3,12.2,3.0,60.0,강박스거더교,DB-24,35301.0,2009,14
오산천교(봉담),경기도,화성시,160.3,12.3,3.0,60.0,강박스거더교,DB-24,35301.0,2009,14
오산천교(진입),경기도,용인시 기흥구,98.2,18.6,2.0,49.1,강박스거더교,DB-24,96020.0,2010,13
오산천교(진출),경기도,용인시 기흥구,98.2,18.6,2.0,49.1,강박스거더교,DB-24,96020.0,2010,13
오성IC1교,경기도,평택시,80.0,14.1,2.0,40.0,PSCI거더교,DB-24,44064.0,2009,14
오성IC2교,경기도,평택시,50.0,7.9,1.0,50.0,PSCI거더교,DB-24,44064.0,2009,14
오성교,경기도,평택시,12.0,40.0,1.0,12.0,라멘교,DB-24,44064.0,2009,14
오성육교,경기도,평택시,40.0,7.9,1.0,40.0,프리플렉스거더교,DB-24,44064.0,2009,14
오천교(강릉0),경기도,이천시,12.8,3.9,1.0,12.8,라멘교,DB-24,58455.0,1994,29
오천교(강릉1),경기도,이천군,12.8,15.6,1.0,12.8,라멘교,DB-24,58455.0,2011,12
오천교(인천1),경기도,이천시,12.8,8.5,1.0,12.8,라멘교,DB-24,58455.0,1994,29
오천교(인천2),경기도,이천시,12.8,12.1,1.0,12.8,라멘교,DB-24,58455.0,1994,29
오향교(광주),경기도,광주시,105.0,12.6,3.0,35.0,PSCI거더교,DB-24,28346.0,2016,7
오향교(원주),경기도,광주시,105.0,12.6,3.0,35.0,PSCI거더교,DB-24,28346.0,2016,7
옥정1교(제천),경기도,안성시,105.0,12.5,3.0,35.0,PSCI거더교,DB-24,26618.0,2008,15
옥정1교(평택),경기도,안성시,105.0,11.8,3.0,35.0,PSCI거더교,DB-24,26618.0,2008,15
옥정2교(제천),경기도,안성시,300.0,11.8,6.0,55.0,강박스거더교,DB-24,26618.0,2008,15
옥정2교(평택),경기도,안성시,300.0,12.5,6.0,55.0,강박스거더교,DB-24,26618.0,2008,15
옥천교(양평),경기도,양평군,880.0,12.5,24.0,50.0,PSCI거더교,DB-24,4019.0,2012,11
옥천교(창원),경기도,양평군,880.0,11.8,24.0,50.0,PSCI거더교,DB-24,4019.0,2012,11
왕림교,경기도,화성시,351.4,32.9,7.0,55.0,PSCI거더교,DB-24,9722.0,2021,2
왕숙천1교(구리0),경기도,구리시,450.2,12.0,9.0,50.1,강박스거더교,DB-24,98213.0,1991,32
왕숙천1교(구리1),경기도,구리시,450.2,7.4,9.0,50.1,강박스거더교,DB-24,98213.0,2002,21
왕숙천1교(판교0),경기도,구리시,450.2,12.0,9.0,50.1,강박스거더교,DB-24,98213.0,1991,32
왕숙천1교(판교1),경기도,구리시,450.2,7.4,9.0,50.1,강박스거더교,DB-24,98213.0,2002,21
왕숙천2교(구리0),경기도,남양주시,549.9,12.0,11.0,50.0,강박스거더교,DB-24,88989.0,1992,31
왕숙천2교(구리1),경기도,남양주시,549.9,7.4,11.0,50.0,강박스거더교,DB-24,88989.0,2002,21
왕숙천2교(판교0),경기도,남양주시,549.9,12.0,11.0,50.0,강박스거더교,DB-24,88989.0,1992,31
왕숙천2교(판교1),경기도,남양주시,549.9,7.4,11.0,50.0,강박스거더교,DB-24,88989.0,2002,21
외가천교(부산),경기도,안성시,60.0,19.3,2.0,30.0,PSCI거더교,DB-24,88202.0,1993,30
외가천교(서울0),경기도,안성시,60.0,19.3,2.0,30.0,PSCI거더교,DB-24,88202.0,1993,30
외가천교(서울1),경기도,안성군,60.0,8.5,2.0,30.0,PSCI거더교,DB-24,88202.0,2002,21
외동교(부산),경기도,성남시 수정구,34.4,23.3,3.0,13.0,라멘교,DB-24,74394.0,1991,32
외동교(서울0),경기도,성남시 수정구,34.4,23.3,3.0,13.0,라멘교,DB-24,74394.0,1991,32
외동교(서울1),경기도,성남시 수정구,34.4,6.7,3.0,13.0,라멘교,DB-24,74394.0,2010,13
외동천교(부산),경기도,용인시 처인구,54.1,19.3,3.0,21.0,RC중공슬래브교,DB-24,88202.0,1993,30
외동천교(서울),경기도,용인시 처인구,54.1,19.3,3.0,21.0,RC중공슬래브교,DB-24,88202.0,1993,30
외평교(양평),경기도,여주군,150.7,12.6,5.0,30.1,PSCI거더교,DB-24,7736.0,2012,11
외평교(창원),경기도,여주군,150.7,12.6,5.0,30.1,PSCI거더교,DB-24,7736.0,2012,11
용담천교(양평),경기도,여주군,400.0,12.6,10.0,40.0,PSCI거더교,DB-24,5692.0,2012,11
용담천교(창원),경기도,여주군,400.0,12.6,10.0,40.0,PSCI거더교,DB-24,5692.0,2012,11
용두교(제천),경기도,안성시,11.0,12.5,1.0,11.0,라멘교,DB-24,29545.0,2008,15
용두교(평택),경기도,안성시,11.0,11.8,1.0,11.0,라멘교,DB-24,29545.0,2008,15
용면1교(남이),경기도,이천시,13.0,18.0,1.0,13.0,라멘교,DB-24,22899.0,2001,22
용면1교(하남),경기도,이천시,13.0,18.0,1.0,13.0,라멘교,DB-24,22899.0,2001,22
용면2교(이천),경기도,이천시,120.0,12.2,4.0,30.0,PSCI거더교,DB-24,27962.0,2001,22
용면2교(하남),경기도,이천시,120.0,12.2,4.0,30.0,PSCI거더교,DB-24,27962.0,2001,22
용면3교(이천),경기도,이천시,360.0,12.2,12.0,30.0,PSCI거더교,DB-24,27962.0,2001,22
용면3교(하남0),경기도,이천시,360.0,12.2,12.0,30.0,PSCI거더교,DB-24,27962.0,2001,22
용면3교(하남1),경기도,이천군,360.0,5.6,12.0,30.0,PSCI거더교,DB-24,27962.0,2006,17
용면교(남이),경기도,이천시,150.0,11.9,5.0,30.0,PSCI거더교,DB-24,22899.0,1987,36
용면교(하남),경기도,이천시,150.0,11.9,5.0,30.0,PSCI거더교,DB-24,22899.0,1987,36
용소1교(평택),경기도,화성시,35.0,15.9,1.0,35.0,PSCI거더교,DB-24,42064.0,2009,14
용소1교(화성),경기도,화성시,35.0,15.8,1.0,35.0,PSCI거더교,DB-24,42064.0,2009,14
용소2교(평택),경기도,화성시,30.0,15.8,1.0,30.0,PSCI거더교,DB-24,42064.0,2009,14
용소2교(화성),경기도,화성시,30.0,15.8,1.0,30.0,PSCI거더교,DB-24,42064.0,2009,14
용수교,경기도,화성시,35.0,27.9,1.0,35.0,PSCI거더교,DB-24,38602.0,2013,10
용수교(평택),경기도,화성시,35.0,18.9,1.0,35.0,PSCI거더교,DB-24,51000.0,2009,14
용수교(화성),경기도,화성시,35.0,15.8,1.0,35.0,PSCI거더교,DB-24,51000.0,2009,14
용암교,경기도,남양주시,320.0,3.6,7.0,49.9,강박스거더교,DB-24,62323.0,2016,7
용암천1교(구리),경기도,구리시,636.9,16.4,10.0,95.0,PSCI거더교,DB-24,37338.0,2017,6
용암천1교(포천),경기도,구리시,631.9,16.4,10.0,95.0,PSCI거더교,DB-24,37338.0,2017,6
용암천2교(구리),경기도,남양주시,322.5,15.8,6.0,70.0,PSCI거더교,DB-24,34813.0,2017,6
용암천2교(포천),경기도,남양주시,322.5,15.8,6.0,70.0,PSCI거더교,DB-24,34813.0,2017,6
용암천교(일산),경기도,남양주시,320.0,19.4,7.0,50.0,강박스거더교,DB-24,62323.0,2006,17
용암천교(퇴계원),경기도,남양주시,320.0,19.4,7.0,50.0,강박스거더교,DB-24,62323.0,2006,17
용인IC1교(0),경기도,용인시 처인구,20.0,26.9,2.0,10.0,라멘교,DB-24,77863.0,1994,29
용인IC1교(1),경기도,용인시,20.0,6.5,2.0,10.0,라멘교,DB-24,77863.0,2011,12
용인IC2교,경기도,용인시 처인구,16.0,63.4,2.0,8.0,라멘교,DB-24,77863.0,1994,29
용인IC육교(강릉0),경기도,용인시 처인구,50.0,16.2,3.0,20.0,RC슬래브교,DB-24,77863.0,1994,29
용인IC육교(강릉1),경기도,용인시 처인구,50.0,6.7,3.0,20.0,RC슬래브교,DB-24,77863.0,2011,12
용인IC육교(인천0),경기도,용인시 처인구,50.0,12.1,3.0,20.0,RC슬래브교,DB-24,77863.0,1994,29
용인IC육교(인천1),경기도,용인시 처인구,50.0,7.2,3.0,20.0,RC슬래브교,DB-24,77863.0,2011,12
용정1육교,경기도,포천시,46.0,9.9,1.0,46.0,PSCI거더교,DB-24,18494.0,2017,6
용정1육교,경기도,포천시,46.0,9.9,1.0,46.0,PSCI거더교,DB-24,18494.0,2017,6
용포1교,경기도,화성시,30.0,24.3,1.0,30.0,PSCI거더교,DB-24,38602.0,2013,10
용포2교,경기도,화성시,15.0,24.5,1.0,15.0,라멘교,DB-24,38602.0,2013,10
용포3교,경기도,화성시,12.0,24.5,1.0,12.0,라멘교,DB-24,38602.0,2013,10
용포교,경기도,화성시,12.0,24.3,1.0,12.0,라멘교,DB-24,38602.0,2013,10
우금천교(구리),경기도,포천시,90.6,24.5,2.0,45.3,PSCI거더교,DB-24,18494.0,2017,6
우금천교(구리),경기도,포천시,90.6,24.5,2.0,45.3,PSCI거더교,DB-24,18494.0,2017,6
우금천교(포천),경기도,포천시,90.6,24.5,2.0,45.3,PSCI거더교,DB-24,18494.0,2017,6
우금천교(포천),경기도,포천시,90.6,24.5,2.0,45.3,PSCI거더교,DB-24,18494.0,2017,6
우만교(강릉),경기도,여주군,12.8,12.4,1.0,12.8,라멘교,DB-24,24562.0,1994,29
우만교(인천),경기도,여주군,12.8,14.0,1.0,12.8,라멘교,DB-24,24562.0,1994,29
운산교(성남),경기도,광명시,50.1,16.8,1.0,50.1,강박스거더교,DB-24,68663.0,1994,29
운산교(인천),경기도,광명시,50.1,15.6,1.0,50.1,강박스거더교,DB-24,68663.0,1994,29
운중교(일산),경기도,성남시 분당구,300.5,19.4,3.0,130.0,PSC박스거더교,DB-24,107206.0,2017,6
운중교(판교),경기도,성남시 분당구,300.5,19.5,3.0,130.0,PSC박스거더교,DB-24,107206.0,2017,6
원곡육교(부산),경기도,안성시,12.0,19.3,1.0,12.0,라멘교,DB-24,88202.0,1993,30
원곡육교(서울),경기도,안성시,12.0,19.3,1.0,12.0,라멘교,DB-24,88202.0,1993,30
원당1육교,경기도,고양시 덕양구,60.0,7.4,1.0,60.0,강박스거더교,DB-24,83467.0,2006,17
원당2육교,경기도,고양시 덕양구,130.0,12.0,3.0,50.0,강박스거더교,DB-24,83467.0,2006,17
원당천교(일산),경기도,고양시 덕양구,200.0,19.8,4.0,55.0,강박스거더교,DB-24,83467.0,2006,17
원당천교(퇴계원),경기도,고양시 덕양구,200.0,19.8,4.0,55.0,강박스거더교,DB-24,83467.0,2006,17
원부1교(양평),경기도,여주군,90.0,12.1,3.0,30.0,PSCI거더교,DB-24,35760.0,2002,21
원부1교(창원),경기도,여주군,90.0,12.1,3.0,30.0,PSCI거더교,DB-24,35760.0,2002,21
원부2교(양평),경기도,여주군,12.0,16.3,1.0,12.0,라멘교,DB-24,35760.0,2002,21
원부2교(창원),경기도,여주군,12.0,13.2,1.0,12.0,라멘교,DB-24,35760.0,2002,21
원부3교(양평),경기도,여주군,65.0,12.4,3.0,25.0,PSC슬래브교,DB-24,35760.0,2002,21
원부3교(창원),경기도,여주군,65.0,11.9,3.0,25.0,PSC슬래브교,DB-24,35760.0,2002,21
원부4교(양평),경기도,여주군,12.0,12.4,1.0,12.0,라멘교,DB-24,35760.0,2002,21
원부4교(창원),경기도,여주군,12.0,11.9,1.0,12.0,라멘교,DB-24,35760.0,2002,21
원종육교(서울),경기도,부천시 오정구,32.0,18.0,2.0,16.0,라멘교,DB-24,88924.0,1992,31
원종육교(인천),경기도,부천시 오정구,32.0,18.0,2.0,16.0,라멘교,DB-24,88924.0,1992,31
원지1교(부산0),서울특별시,서초구,12.0,19.3,1.0,12.0,라멘교,DB-24,96080.0,1992,31
원지1교(부산1),서울특별시,서초구,12.0,3.9,1.0,12.0,라멘교,DB-24,96080.0,2015,8
원지1교(서울),서울특별시,서초구,12.0,19.3,1.0,12.0,라멘교,DB-24,96080.0,1992,31
원지2교(부산0),서울특별시,서초구,18.0,19.3,2.0,9.0,라멘교,DB-24,96080.0,1992,31
원지2교(부산1),서울특별시,서초구,18.0,8.4,2.0,9.0,라멘교,DB-24,96080.0,2015,8
원지2교(서울0),서울특별시,서초구,18.0,19.3,2.0,9.0,라멘교,DB-24,96080.0,1992,31
원지2교(서울1),서울특별시,서초구,18.0,3.9,2.0,9.0,라멘교,DB-24,96080.0,2015,8
원향사지교(양평),경기도,여주군,120.0,12.1,3.0,40.0,프리플렉스거더교,DB-24,35760.0,2002,21
원향사지교(창원),경기도,여주군,120.0,12.1,3.0,40.0,프리플렉스거더교,DB-24,35760.0,2002,21
월곶1교(강릉),경기도,시흥시,200.1,15.6,4.0,50.1,강박스거더교,DB-24,63701.0,1994,29
월곶1교(인천),경기도,시흥시,200.1,15.6,4.0,50.1,강박스거더교,DB-24,63701.0,1994,29
월곶2교,경기도,시흥시,10.0,34.3,1.0,10.0,라멘교,DB-24,63701.0,1994,29
월곶3교(강릉),경기도,시흥시,445.0,15.9,12.0,50.0,프리플렉스거더교,DB-24,63701.0,1994,29
월곶3교(인천),경기도,시흥시,465.0,15.9,13.0,50.0,프리플렉스거더교,DB-24,63701.0,1994,29
월곶3교(인천방향),경기도,시흥시,465.0,7.2,13.0,50.0,PSCI거더교,DB-24,32968.0,2013,10
월곶3교(평택방향),경기도,시흥시,445.0,7.2,12.0,50.0,PSCI거더교,DB-24,32968.0,2013,10
월곶4교(강릉),경기도,시흥시,260.1,15.8,6.0,45.0,PSC박스거더교,DB-24,63701.0,1994,29
월곶4교(인천),경기도,시흥시,260.0,15.6,6.0,45.0,PSC박스거더교,DB-24,63701.0,1994,29
월곶4교(인천방향),경기도,시흥시,262.0,16.2,6.0,55.0,강박스거더교,DB-24,32968.0,2013,10
월곶4교(평택방향),경기도,시흥시,260.0,16.2,5.0,62.5,강박스거더교,DB-24,32968.0,2013,10
월곶IC교(강릉),경기도,시흥시,65.1,15.6,3.0,25.0,RC중공슬래브교,DB-24,63701.0,1994,29
월곶IC교(인천),경기도,시흥시,65.1,23.7,3.0,25.0,RC중공슬래브교,DB-24,63701.0,1994,29
월곶육교,경기도,시흥시,50.0,10.9,1.0,50.0,강박스거더교,DB-24,32968.0,2013,10
월문1교(서울),경기도,남양주시,35.8,15.6,1.0,35.8,PSCI거더교,DB-24,45340.0,2009,14
월문1교(양양),경기도,남양주시,35.8,16.2,1.0,35.8,PSCI거더교,DB-24,45340.0,2009,14
월문2교(서울),경기도,남양주시,12.0,24.0,1.0,12.0,라멘교,DB-24,45340.0,2009,14
월문2교(양양),경기도,남양주시,12.0,26.0,1.0,12.0,라멘교,DB-24,45340.0,2009,14
월문3교(서울),경기도,남양주시,170.0,15.4,3.0,60.0,강박스거더교,DB-24,45340.0,2009,14
월문3교(양양),경기도,남양주시,170.0,16.1,3.0,60.0,강박스거더교,DB-24,45340.0,2009,14
월문4교(서울),경기도,남양주시,35.0,16.2,1.0,35.0,PSCI거더교,DB-24,45340.0,2009,14
월문4교(양양),경기도,남양주시,35.0,15.4,1.0,35.0,PSCI거더교,DB-24,45340.0,2009,14
월문5교(서울),경기도,남양주시,420.0,16.4,12.0,35.0,PSCI거더교,DB-24,45340.0,2009,14
월문5교(양양),경기도,남양주시,455.0,16.4,13.0,35.0,PSCI거더교,DB-24,45340.0,2009,14
월정교(남이),경기도,안성시,12.0,24.6,1.0,12.0,라멘교,DB-24,,1987,36
월정교(하남),경기도,안성시,12.0,15.8,1.0,12.0,라멘교,DB-24,35257.0,1987,36
월정육교(남이),경기도,안성시,48.0,11.9,3.0,20.0,RC슬래브교,DB-24,35257.0,1987,36
월정육교(하남),경기도,안성시,48.0,11.9,3.0,20.0,RC슬래브교,DB-24,35257.0,1987,36
유교교(구리),경기도,포천시,30.1,24.5,1.0,30.1,PSCI거더교,DB-24,18494.0,2017,6
유교교(구리),경기도,포천시,30.1,24.5,1.0,30.1,PSCI거더교,DB-24,18494.0,2017,6
유교교(포천),경기도,포천시,30.1,24.5,1.0,30.1,PSCI거더교,DB-24,18494.0,2017,6
유교교(포천),경기도,포천시,30.1,24.5,1.0,30.1,PSCI거더교,DB-24,18494.0,2017,6
유방1교(강릉),경기도,용인시 처인구,16.7,24.6,2.0,8.4,라멘교,DB-24,77863.0,1994,29
유방1교(인천),경기도,용인시 처인구,16.7,28.4,2.0,8.4,라멘교,DB-24,77863.0,1994,29
유방2교(강릉0),경기도,용인시 처인구,45.0,12.1,1.0,45.0,프리플렉스거더교,DB-24,77863.0,1994,29
유방2교(강릉1),경기도,용인시,45.0,7.2,1.0,45.0,프리플렉스거더교,DB-24,77863.0,2011,12
유방2교(인천0),경기도,용인시 처인구,45.0,16.2,1.0,45.0,프리플렉스거더교,DB-24,77863.0,1994,29
유방2교(인천1),경기도,용인시,45.0,6.9,1.0,45.0,프리플렉스거더교,DB-24,77863.0,2011,12
유산1교(강릉),경기도,이천시,83.0,23.7,5.0,17.0,RC슬래브교,DB-24,58571.0,2003,20
유산1교(인천),경기도,이천시,83.0,19.0,5.0,17.0,RC슬래브교,DB-24,58571.0,2003,20
유산2교(강릉0),경기도,이천시,30.4,19.4,1.0,30.4,PSCI거더교,DB-24,58571.0,2003,20
유산2교(강릉1),경기도,이천군,30.4,6.2,1.0,30.4,PSCI거더교,DB-24,58571.0,2011,12
유산2교(인천0),경기도,이천시,30.4,19.4,1.0,30.4,PSCI거더교,DB-24,58571.0,2003,20
유산2교(인천1),경기도,이천군,30.4,6.5,1.0,30.4,PSCI거더교,DB-24,58571.0,2011,12
유지관리교,경기도,수원시 영통구,46.0,5.6,1.0,46.0,PSCI거더교,DB-24,79286.0,2015,8
유천교(제천),경기도,안성시,60.0,11.8,2.0,30.0,PSCI거더교,DB-24,29545.0,2008,15
유천교(평택),경기도,안성시,60.0,12.5,2.0,30.0,PSCI거더교,DB-24,29545.0,2008,15
율극교(양평),경기도,여주군,175.0,11.8,5.0,35.0,PSCI거더교,DB-24,7736.0,2010,13
율극교(창원),경기도,여주군,175.0,12.6,5.0,35.0,PSCI거더교,DB-24,7736.0,2010,13
율생교,경기도,김포시,15.0,24.4,1.0,15.0,라멘교,DB-24,13027.0,2017,6
율암교(목포),경기도,화성시,40.0,15.7,1.0,40.0,강박스거더교,DB-24,48968.0,1996,27
율암교(서울),경기도,화성시,40.0,15.7,1.0,40.0,강박스거더교,DB-24,48968.0,1996,27
율촌교(광주),경기도,여주시,120.0,11.8,4.0,30.0,PSCI거더교,DB-24,21873.0,2016,7
율촌교(원주),경기도,여주시,105.0,12.6,3.0,35.0,PSCI거더교,DB-24,21873.0,2016,7
은행1교(성남),경기도,시흥시,25.2,15.6,1.0,25.2,PSCI거더교,DB-24,54987.0,1994,29
은행1교(인천),경기도,시흥시,25.2,15.6,1.0,25.2,PSCI거더교,DB-24,54987.0,1994,29
은행2교(성남),경기도,시흥시,24.0,15.6,1.0,24.0,PSCI거더교,DB-24,54987.0,1994,29
은행2교(인천),경기도,시흥시,24.0,15.6,1.0,24.0,PSCI거더교,DB-24,54987.0,1994,29
은행3교(성남),경기도,시흥시,10.0,15.6,1.0,10.0,라멘교,DB-24,54987.0,1994,29
은행3교(인천),경기도,시흥시,10.0,15.6,1.0,10.0,라멘교,DB-24,54987.0,1994,29
음골교(상행),경기도,화성시,330.0,10.2,7.0,50.0,PSC박스거더교,DB-24,12499.0,2021,2
음골교(하행),경기도,화성시,315.0,3.0,7.0,50.0,PSC박스거더교,DB-24,12499.0,2021,2
음섬1교,경기도,화성시,35.0,24.3,1.0,35.0,PSCI거더교,DB-24,38602.0,2013,10
음섬2교,경기도,화성시,15.0,24.3,1.0,15.0,라멘교,DB-24,38602.0,2013,10
음양천교(평택),경기도,화성시,30.0,15.8,1.0,30.0,PSCI거더교,DB-24,51000.0,2009,14
음양천교(화성),경기도,화성시,30.2,15.8,1.0,30.2,PSCI거더교,DB-24,51000.0,2009,14
의상교(0),경기도,수원시 영통구,15.0,31.5,1.0,15.0,라멘교,DB-24,82280.0,1991,32
의상교(강릉1),경기도,수원시 영통구,15.0,4.6,1.0,15.0,라멘교,DB-24,82280.0,2001,22
의상교(강릉2),경기도,수원시 영통구,28.7,6.8,1.0,28.7,라멘교,DB-24,82280.0,2014,9
의상교(인천1),경기도,수원시 영통구,15.0,3.9,1.0,15.0,라멘교,DB-24,82280.0,2001,22
의상교(인천2),경기도,수원시 영통구,15.0,3.9,1.0,15.0,라멘교,DB-24,82280.0,2004,19
의상교(인천3),경기도,수원시 영통구,28.7,5.8,1.0,28.7,라멘교,DB-24,82280.0,2014,9
의정부IC1교(R-C교),경기도,의정부시,85.9,12.1,2.0,43.0,강박스거더교,DB-24,84565.0,2006,17
의정부IC2교(R-B교),경기도,의정부시,108.0,12.1,2.0,54.0,강박스거더교,DB-24,84565.0,2006,17
의정부IC3교(R-A2교),경기도,의정부시,160.2,22.8,4.0,45.0,강박스거더교,DB-24,84565.0,2006,17
의정부IC4교(R-E교),경기도,의정부시,179.0,12.1,4.0,55.0,강박스거더교,DB-24,84565.0,2006,17
의정부IC5교,경기도,의정부시,50.0,22.8,1.0,50.0,강박스거더교,DB-24,84565.0,2006,17
이동교1교(구리),경기도,포천시,11.6,15.6,1.0,11.6,라멘교,DB-24,31395.0,2017,6
이동교1교(구리),경기도,포천시,11.6,15.6,1.0,10.0,라멘교,DB-24,31395.0,2017,6
이동교1교(포천),경기도,포천시,11.6,16.2,1.0,10.0,라멘교,DB-24,31395.0,2017,6
이동교1교(포천),경기도,포천시,11.6,16.2,1.0,11.6,라멘교,DB-24,31395.0,2017,6
이동교2교(구리),경기도,포천시,16.9,16.0,1.0,15.0,라멘교,DB-24,27900.0,2017,6
이동교2교(구리),경기도,포천시,16.9,16.0,1.0,16.9,라멘교,DB-24,31395.0,2017,6
이동교2교(포천),경기도,포천시,16.9,16.6,1.0,15.0,라멘교,DB-24,27900.0,2017,6
이동교2교(포천),경기도,포천시,16.9,16.6,1.0,16.9,라멘교,DB-24,27900.0,2017,6
이동교3교(서울),경기도,포천시,105.9,15.9,3.0,45.0,PSCI거더교,DB-24,9722.0,2017,6
이동교3교(양주),경기도,포천시,105.9,16.2,3.0,45.0,PSCI거더교,DB-24,9722.0,2017,6
이동교4교(서울),경기도,포천시,80.2,12.2,2.0,40.0,PSCI거더교,DB-24,9722.0,2017,6
이동교4교(서울),경기도,화성시,80.2,12.2,2.0,40.1,PSCI거더교,DB-24,9722.0,2017,6
이동교4교(양주),경기도,화성시,90.2,12.2,2.0,45.1,PSCI거더교,DB-24,9722.0,2017,6
이동교4교(양주),경기도,포천시,90.2,12.2,2.0,45.0,PSCI거더교,DB-24,9722.0,2017,6
이목교(강릉0),경기도,수원시 장안구,65.0,12.0,3.0,25.0,RC중공슬래브교,DB-24,80392.0,1991,32
이목교(강릉1),경기도,수원시 장안구,65.0,4.8,3.0,25.0,RC중공슬래브교,DB-24,80392.0,2001,22
이목교(인천0),경기도,수원시 장안구,65.0,12.0,3.0,25.0,RC중공슬래브교,DB-24,80392.0,1991,32
이목교(인천1),경기도,수원시 장안구,65.0,4.8,3.0,25.0,RC중공슬래브교,DB-24,80392.0,2001,22
이천1교(서울),경기도,가평군,210.0,12.8,7.0,30.0,PSCI거더교,DB-24,33402.0,2009,14
이천1교(양양),경기도,가평군,210.0,12.8,7.0,30.0,PSCI거더교,DB-24,33402.0,2009,14
이천2교(서울),경기도,가평군,350.0,12.0,10.0,35.0,PSCI거더교,DB-24,33402.0,2009,14
이천2교(양양),경기도,가평군,315.0,12.5,9.0,35.0,PSCI거더교,DB-24,33402.0,2009,14
이천3교(서울),경기도,가평군,90.0,12.6,3.0,30.0,PSCI거더교,DB-24,25812.0,2009,14
이천3교(양양),경기도,가평군,90.0,12.6,3.0,30.0,PSCI거더교,DB-24,25812.0,2009,14
이천IC육교(강릉0),경기도,이천시,35.2,12.1,1.0,35.2,프리플렉스거더교,DB-24,64988.0,1994,29
이천IC육교(강릉1),경기도,이천시,35.2,13.4,1.0,35.2,프리플렉스거더교,DB-24,64988.0,2003,20
