교량명,시군구명,최종안전점검결과,준공후경과년수,시설물종별등급구분,교량시작점위도,교량시작점경도
연풍2교,파주시,B,6,2,37.828172,126.84013
오도교,파주시,B,9,1,37.755658,126.721549
옥석교,파주시,B,24,3,37.812766,126.783994
운정육교(명칭변경:한울교),파주시,C,12,2,37.707865,126.734554
전흥교,파주시,B,27,3,37.801863,126.718139
헤이리1교,파주시,B,22,3,37.788468,126.693934
협동교,파주시,B,41,3,37.786847,126.87997
황룡과선교,파주시,B,9,2,37.721133,126.764779
운정IC램프3교,파주시,B,12,1,37.708897,126.728721
(구)어유1교,파주시,C,56,3,37.992741,126.985469
마지2교,파주시,C,38,3,37.953758,126.92039
백석2교,파주시,C,28,3,37.812246,126.803636
아가메교,파주시,C,24,3,37.821276,126.78314
백석새마을교,파주시,C,24,3,37.801362,126.810227
부곡교,파주시,C,24,3,37.803487,126.833857
연풍3교,파주시,B,22,3,37.827575,126.830978
돈실교,이천시,B,24,3,37.198428,127.384519
용마교,이천시,C,26,3,37.302051,127.388424
장호원육교,이천시,B,27,1,37.115688,127.622191
당왕고가차도,안성시,B,25,2,37.022216,127.264098
금석교,안성시,B,30,3,37.001628,127.237482
보동2교,안성시,B,21,2,37.060891,127.235812
사갑교,안성시,B,25,3,36.935175,127.248739
옥산대교,안성시,B,25,2,37.002014,127.250426
옥천교,안성시,B,27,2,37.004082,127.277821
현수교,안성시,B,26,3,36.999674,127.286038
외가천교,안성시,B,34,3,37.039503,127.126327
아송교,안성시,B,29,3,37.114872,127.423809
양변교,안성시,B,10,기타,36.960525,127.246791
가사교,안성시,B,16,3,37.020852,127.288294
안성천교,안성시,B,27,2,36.987417,127.207367
금석천교(천안),안성시,B,10,2,37.003332,127.239434
금석천교(양성),안성시,B,10,2,37.003353,127.239513
원곡물류단지램프교,안성시,B,9,1,37.048463,127.161303
고삼대교,안성시,B,31,2,37.064383,127.256076
두메교,안성시,B,12,3,37.010661,127.424789
고지2교,안성시,B,16,3,36.961331,127.214155
무능교,안성시,C,15,3,37.055266,127.225184
금광2교,안성시,C,21,3,36.998484,127.320743
고지교,안성시,C,26,3,36.964667,127.211593
관음교,안성시,C,28,3,37.070809,127.419291
고지1교,안성시,B,16,3,36.96455,127.215515
마전교,안성시,C,20,3,37.032083,127.337606
노곡2교,안성시,C,33,3,37.108279,127.2474
도기교(도기1교),안성시,B,27,3,36.995084,127.269997
대농교,안성시,B,26,3,37.062359,127.268926
강산교(강신교),안성시,B,27,3,36.946587,127.222604
내가천교,안성시,C,34,3,37.039445,127.126391
내우교,안성시,A,33,3,36.987692,127.300333
곰다리교,안성시,C,25,3,36.98847,127.175083
노곡교,안성시,C,28,3,37.107451,127.245988
보체교,안성시,B,27,3,36.96883,127.241238
거운교,안성시,B,26,3,37.117108,127.434373
내리교,안성시,B,34,3,36.99763,127.229041
가사고가차도,안성시,B,16,2,37.012219,127.294259
불당교,안성시,B,16,3,36.985468,127.169788
사흥교,안성시,B,14,3,37.001814,127.355961
기솔천교,안성시,B,14,3,37.049236,127.342071
공도교,안성시,C,18,3,36.998335,127.165638
복평교(복평1교),안성시,B,21,3,37.03536,127.306354
미산3교,안성시,C,31,3,37.121122,127.254646
미산2교,안성시,C,5,3,37.11609,127.254188
구수2교,안성시,B,16,3,36.968532,127.262627
기보2교,안성시,C,19,3,37.037647,127.291816
노곡1교,안성시,B,26,3,37.105636,127.234201
동항교,안성시,B,29,3,37.063881,127.197046
양변1교,안성시,B,10,3,36.946546,127.239231
화인텍교,안성시,B,18,3,36.966052,127.233509
옥산교,안성시,B,18,2,37.007373,127.2503
가현교,김포시,B,25,3,37.675203,126.597965
감암교,김포시,B,27,2,37.647538,126.704415
걸포교,김포시,B,17,3,37.643116,126.701688
계양천교(상),김포시,B,17,1,37.641334,126.706808
계양천교(하),김포시,B,17,1,37.639818,126.71059
고정교,김포시,B,33,기타,37.711117,126.604215
귀전교,김포시,B,33,3,37.70606,126.611012
북변교,김포시,B,17,3,37.637439,126.715762
사우1교,김포시,B,55,기타,37.624798,126.723071
운양교,김포시,B,17,3,37.643054,126.694207
장기IC교,김포시,B,17,3,37.642734,126.686689
향산교,김포시,B,55,기타,37.618679,126.739733
황금교,김포시,C,29,기타,37.630662,126.711242
계양천1교(일산),김포시,B,9,1,37.639469,126.705591
계양천1교(인천),김포시,B,14,1,37.641725,126.710129
나진육교,김포시,E,9,1,37.636202,126.692165
감정1교,김포시,B,9,1,37.625923,126.685815
대보천교,김포시,B,12,2,37.601978,126.780873
장기IC고가차도교,김포시,B,10,1,37.641803,126.683417
풀잎교,김포시,B,12,1,37.649103,126.69955
운양IC램프E교,김포시,B,7,1,37.667166,126.668002
운양육교,김포시,B,7,2,37.661521,126.665523
나진교,김포시,B,3,3,37.634432,126.695109
화산교,화성시,C,42,3,37.220143,127.027154
대황교,화성시,B,42,기타,37.220805,127.027899
발안1교,화성시,B,27,기타,37.131488,126.906796
구문천교,화성시,B,22,3,37.086713,126.910618
반송교,화성시,B,25,2,37.192764,127.082164
병점육교,화성시,B,24,1,37.21007,127.032879
송산교,화성시,C,27,2,37.205892,127.022992
호매실I.C교,화성시,B,25,3,37.248338,126.949505
동탄교,화성시,B,14,기타,37.183504,127.087902
송리교,화성시,B,14,기타,37.168044,127.085738
오일교,화성시,B,29,기타,37.169469,126.979744
하저교,화성시,B,31,3,37.177614,126.868689
고매1교(상),화성시,B,8,1,37.221025,127.118752
고매1교(하),화성시,B,8,1,37.221025,127.118752
벌말교,화성시,B,15,1,37.200815,127.032656
청계교,화성시,B,15,2,37.204736,127.085588
반월고가교(상),화성시,B,9,1,37.225902,127.076034
반월고가교(하),화성시,B,9,1,37.227743,127.070487
동탄2교,화성시,B,10,2,37.183605,127.092782
남전천교,화성시,B,6,1,37.235887,126.858902
남전교,화성시,A,6,기타,37.237517,126.857983
양노교,화성시,B,6,2,37.234013,126.860728
비봉교,화성시,A,6,기타,37.23184,126.865668
양노1교,화성시,B,6,1,37.231537,126.872131
양노2교,화성시,B,6,2,37.231578,126.877596
양노3교,화성시,A,6,기타,37.231611,126.878678
양노4교,화성시,A,6,기타,37.231639,126.879574
쌍학교,화성시,B,6,1,37.230386,126.897876
개무교,화성시,A,6,기타,37.233856,126.907455
내리교,화성시,A,6,기타,37.237769,126.923668
원평교,화성시,A,6,기타,37.238159,126.924828
원평1교,화성시,B,6,2,37.2388,126.927048
천천교,화성시,B,6,1,37.242443,126.935395
백학IC1교,화성시,A,6,기타,37.232214,126.880378
샘내IC1교,화성시,B,6,1,37.242333,126.935576
샘내IC2교,화성시,B,6,1,37.243937,126.936251
천천IC1교,화성시,B,6,1,37.249242,126.949152
천천IC2교,화성시,A,6,기타,37.248293,126.949601
독줄교,화성시,C,28,3,37.072947,126.94726
로사리오교,화성시,B,30,3,37.207466,126.816046
무봉교,화성시,B,23,3,37.165492,126.840706
발안2교,화성시,C,17,3,37.126904,126.903554
발안천교,화성시,B,12,2,37.120419,126.888653
백곡교,화성시,B,28,3,37.178624,126.736482
사곡교,화성시,B,22,3,37.078543,126.806776
사창1교,화성시,B,23,3,37.094899,126.974944
사창2교,화성시,C,25,3,37.088726,126.971532
삼존교,화성시,C,50,3,37.220341,126.765763
삼화교,화성시,C,36,3,37.237424,126.859192
상두1교,화성시,A,30,3,37.106372,126.942354
상두2교,화성시,B,30,3,37.099676,126.945658
상리교,화성시,B,23,3,37.238598,126.943445
상신교,화성시,C,23,3,37.095322,126.895633
상신2교,화성시,C,23,3,37.093057,126.892079
상신1교,화성시,C,22,3,37.096386,126.89875
상신육교,화성시,B,12,1,37.118177,126.903509
새터교,화성시,C,17,3,37.206583,126.812046
수촌교,화성시,B,23,3,37.077106,126.882593
슬항교,화성시,B,28,3,37.20501,126.770984
신기동교,화성시,B,25,3,37.11483,126.945346
쌍학1교,화성시,B,23,3,37.244028,126.893563
장짐교,화성시,B,28,3,37.138056,126.899308
정문1교,화성시,C,23,3,37.09075,126.991193
정문교,화성시,B,22,3,37.088893,126.985744
조암1교,화성시,A,22,3,37.083124,126.822296
조암2교,화성시,B,22,3,37.082026,126.819768
지월교,화성시,C,23,3,37.143599,126.896237
평리교,화성시,C,27,3,37.134956,126.910654
하저1교,화성시,B,23,3,37.189563,126.878165
하저교,화성시,B,38,3,37.185351,126.876176
하저리1교,화성시,B,23,3,37.182208,126.871752
행가교,화성시,B,28,3,37.204774,126.806581
영남교,화성시,B,7,3,37.207509,126.819397
송방천3교,화성시,B,5,2,37.168687,127.106705
송방천4교,화성시,B,5,2,37.168962,127.11609
송방천5교,화성시,B,5,1,37.168124,127.11797
관문교,화성시,B,4,2,37.249959,126.775405
병점고가교,화성시,B,25,1,37.200447,127.040137
수화1교,화성시,B,6,1,37.251988,126.813018
시화교,화성시,B,6,2,37.292625,126.804673
구양교,광주시,B,30,기타,37.338081,127.362687
곤지암교,광주시,C,31,기타,37.351442,127.335723
광주1육,광주시,B,45,기타,37.401072,127.250684
태전육교,광주시,B,26,기타,37.393247,127.235879
태전교,광주시,A,10,기타,37.393027,127.239547
태전IC RAMP-B1교,광주시,B,10,1,37.394519,127.235063
태전IC RAMP-B2교,광주시,A,10,기타,37.394793,127.235715
태전IC RAMP-B3교,광주시,B,10,1,37.391328,127.235661
태전IC RAMP-C교,광주시,B,10,1,37.395147,127.232925
태전IC RAMP-D교,광주시,B,10,2,37.391738,127.236069
태전IC RAMP-E교,광주시,B,10,1,37.395325,127.234647
태전IC RAMP-G교,광주시,A,10,기타,37.393647,127.235715
태봉육교,광주시,A,10,기타,37.393253,127.235892
태전IC교(상),광주시,B,10,1,37.393363,127.238038
태전IC교(하),광주시,B,10,1,37.393548,127.238078
탄벌교,광주시,B,29,기타,37.416309,127.251364
장심교,광주시,C,33,기타,37.372703,127.405339
장지IC RAMP교,광주시,C,15,1,37.402949,127.23643
도평교,광주시,B,20,2,37.397543,127.301475
태전IC 램프E2교,광주시,A,9,기타,37.395301,127.234328
광남교,광주시,A,9,2,37.396086,127.228148
직동교,광주시,A,10,기타,37.402594,127.201603
광남교(상행),광주시,B,6,2,37.395278,127.23201
광남교(하행),광주시,B,6,2,37.396018,127.228303
응달교,양주시,B,27,3,37.717077,126.942149
송추교,양주시,B,47,3,37.713182,126.967819
장흥철도육교,양주시,B,27,2,37.71454,126.934665
교현교,양주시,B,25,2,37.70263,126.970479
내촌교,양주시,B,18,3,37.852582,127.067903
덕계교,양주시,B,23,3,37.822122,127.049072
삼상교,양주시,B,34,3,37.696618,126.932016
소래교,동두천시,B,28,2,37.86802,127.058947
신단교,양주시,B,40,3,37.809661,126.984896
신암교,양주시,B,27,3,37.903609,126.961855
용암교,양주시,B,28,3,37.862645,127.041301
장포교,양주시,B,34,3,37.704607,126.947567
행동교,양주시,C,26,3,37.848047,126.990774
회암교,양주시,B,9,3,37.837997,127.088135
회정교,양주시,C,22,기타,37.835619,127.060421
양주교,양주시,B,22,기타,37.783503,127.04753
회천교,양주시,A,48,3,37.858443,127.055153
가마교,양주시,B,33,3,37.739887,126.977255
검은교,양주시,B,23,3,37.812675,126.930271
검준교,양주시,B,22,3,37.865347,126.994292
고읍교,양주시,B,25,3,37.809156,127.079996
광석교,양주시,B,25,3,37.823946,126.980673
광적-무명1교,양주시,B,33,기타,37.812635,126.930427
광적-무명4교,양주시,B,16,3,37.837246,126.983862
교현교,양주시,B,23,3,37.717968,126.972587
국담교,양주시,B,26,2,37.861287,127.026861
남방1교,양주시,C,24,3,37.769047,127.042565
남방2교,양주시,C,25,3,37.782887,127.040549
