교량명,시군구명,최종안전점검결과,준공후경과년수,시설물종별등급구분,교량시작점위도,교량시작점경도
고척교(하남),이천시,A,22,기타,37.290488,127.378299
용면1교(남이),이천시,A,22,기타,37.295461,127.369259
용면1교(하남),이천시,A,22,기타,37.295461,127.369259
용면교(남이),이천시,B,36,2,37.301118,127.361162
용면교(하남),이천시,B,36,2,37.301118,127.361162
진우육교(남이),광주시,B,36,3,37.32945,127.334422
진우육교(하남),광주시,B,36,3,37.32945,127.334422
노곡천교(남이),광주시,B,36,2,37.336496,127.327415
노곡천교(하남),광주시,B,36,2,37.336496,127.327415
궁평교(남이),광주시,B,22,3,37.336496,127.327415
궁평교(하남),광주시,B,22,3,37.336496,127.327415
곤지암2육교(남이),광주시,B,36,3,37.353643,127.320539
곤지암2육교(하남),광주시,B,36,3,37.353643,127.320539
곤지암1육교(남이),광주시,B,36,기타,37.353643,127.320539
곤지암1육교(하남0),광주시,B,36,기타,37.353643,127.320539
곤지암1육교(하남1),광주시,B,36,기타,37.353643,127.320539
삼리2육교(남이),광주시,B,36,기타,37.353643,127.320539
삼리2육교(하남),광주시,B,36,기타,37.353643,127.320539
곤지암3육교,광주시,B,36,3,37.353643,127.320539
삼리1육교(남이),광주시,B,36,3,37.36239,127.317959
삼리1육교(하남),광주시,B,36,3,37.36239,127.317959
곤지암천교(남이),광주시,B,36,2,37.36239,127.317959
곤지암천교(하남),광주시,B,36,2,37.36239,127.317959
늑현육교(남이),광주시,B,36,기타,37.36239,127.317959
늑현육교(하남),광주시,B,36,기타,37.36239,127.317959
초월교(남이),광주시,B,36,3,37.380331,127.315818
초월교(하남),광주시,B,36,3,37.380331,127.315818
선동교(남이),광주시,A,22,기타,37.380331,127.315818
선동교(하남),광주시,A,22,기타,37.380331,127.315818
신월교(남이),광주시,A,22,기타,37.414425,127.302273
신월교(하남),광주시,A,22,기타,37.414425,127.302273
신월천교(남이),광주시,B,36,3,37.414425,127.302273
신월천교(하남),광주시,B,36,3,37.414425,127.302273
지월교(남이),광주시,B,36,3,37.422788,127.298141
지월교(하남),광주시,B,36,3,37.422788,127.298141
경안천교(남이),광주시,B,36,2,37.431518,127.295362
경안천교(하남),광주시,B,36,2,37.431518,127.295362
번천3교(남이),광주시,B,36,2,37.438927,127.289125
번천3교(하남),광주군,B,36,2,37.438927,127.289125
번천2교(남이),광주시,B,36,2,37.444203,127.279973
번천2교(하남),광주시,B,36,2,37.444203,127.279973
번천1교(남이),광주시,B,36,2,37.444203,127.279973
번천1교(하남),광주시,B,36,2,37.444203,127.279973
광주IC육교(남이),광주시,B,36,3,37.447946,127.269718
광주IC육교(하남),광주시,B,36,3,37.447946,127.269718
광주3교,광주시,B,36,2,37.447946,127.269718
광주1교(남이),광주시,B,36,3,37.447946,127.269718
광주1교(하남),광주시,B,36,3,37.447946,127.269718
광주2교,광주시,B,36,3,37.447946,127.269718
천진암육교(남이),광주시,B,36,3,37.451325,127.259243
천진암육교(하남),광주시,B,36,3,37.451325,127.259243
광지원2교(남이),광주시,B,36,1,37.457998,127.252117
광지원2교(하남),광주시,B,36,2,37.457998,127.252117
광지원1교(남이),광주시,B,36,2,37.466765,127.249511
광지원1교(하남),광주시,B,36,2,37.466765,127.249511
엄미3교(남이),광주시,B,36,기타,37.466765,127.249511
엄미3교(하남),광주시,B,36,기타,37.466765,127.249511
엄미2교(남이),광주시,B,36,2,37.466765,127.249511
엄미2교(하남),광주시,B,36,2,37.466765,127.249511
엄미1교(남이),광주시,B,36,2,37.475421,127.24646
엄미1교(하남),광주시,B,36,1,37.475421,127.24646
상산곡교(남이0),하남시,B,36,2,37.492139,127.238442
상산곡교(남이1),하남시,B,22,2,37.492139,127.238442
상산곡교(하남0),하남시,B,36,2,37.492139,127.238442
상산곡교(하남1),하남시,B,22,2,37.492139,127.238442
상산곡육교(남이0),하남시,B,36,2,37.499967,127.232847
상산곡육교(남이1),하남시,B,22,2,37.499967,127.232847
상산곡육교(하남0),하남시,B,36,2,37.499967,127.232847
상산곡육교(하남1),하남시,B,22,2,37.499967,127.232847
산곡천3교(남이0),하남시,B,36,3,37.507794,127.227249
산곡천3교(남이1),하남시,B,22,3,37.507794,127.227249
산곡천3교(하남0),하남시,B,36,3,37.507794,127.227249
산곡천3교(하남1),하남시,B,22,3,37.507794,127.227249
하산곡교(남이0),하남시,B,36,기타,37.507794,127.227249
하산곡교(남이1),하남시,A,22,기타,37.507794,127.227249
하산곡교(하남0),하남시,B,36,기타,37.507794,127.227249
하산곡교(하남1),하남시,A,22,기타,37.507794,127.227249
산곡천2교(남이0),하남시,B,36,3,37.507794,127.227249
산곡천2교(남이1),하남시,B,22,3,37.507794,127.227249
산곡천2교(하남0),하남시,B,36,3,37.507794,127.227249
산곡천2교(하남1),하남시,B,22,3,37.507794,127.227249
산곡천1교(남이),하남시,B,22,3,37.5157,127.2219
산곡천1교(하남),하남시,B,22,3,37.5157,127.2219
천현교(남이0),하남시,B,36,3,37.524709,127.220222
천현교(남이1),하남시,A,22,3,37.524709,127.220222
천현교(하남0),하남시,B,36,3,37.524709,127.220222
천현교(하남1),하남시,B,22,3,37.524709,127.220222
하남IC교(남이),하남시,B,22,3,37.524709,127.220222
하남IC교(하남),하남시,B,22,3,37.524709,127.220222
하남IC3교,하남시,A,22,기타,37.524709,127.220222
하남IC1교,하남시,A,22,기타,37.524709,127.220222
하남IC4교,하남시,B,22,1,37.524709,127.220222
하남IC2교,하남시,B,22,1,37.524709,127.220222
천현1교(남이),하남시,A,22,기타,37.531062,127.213417
천현1교(하남),하남시,A,22,기타,37.531062,127.213417
샘재1교(남이),하남시,A,22,기타,37.531062,127.213417
샘재1교(하남),하남시,A,22,기타,37.531062,127.213417
샘재교(남이0),하남시,B,36,기타,37.531643,127.202129
샘재교(남이1),하남시,A,22,기타,37.531643,127.202129
샘재교(하남0),하남시,B,36,기타,37.531643,127.202129
샘재교(하남1),하남시,A,22,기타,37.531643,127.202129
덕풍천교(남이0),하남시,B,36,3,37.531643,127.202129
덕풍천교(남이1),하남시,B,22,3,37.531643,127.202129
덕풍천교(하남0),하남시,B,36,3,37.531643,127.202129
덕풍천교(하남1),하남시,B,22,3,37.531643,127.202129
덕풍교(남이0),하남시,B,36,기타,37.531643,127.202129
덕풍교(남이1),하남시,A,22,기타,37.531643,127.202129
덕풍교(하남0),하남시,B,36,기타,37.531643,127.202129
덕풍교(하남1),하남시,A,22,기타,37.531643,127.202129
하남JCT교(남이0),하남시,B,36,3,0.0,0.0
하남JCT교(남이1),하남시,B,22,3,0.0,0.0
하남JCT교(하남0),하남시,B,36,3,0.0,0.0
하남JCT교(하남1),하남시,B,22,3,0.0,0.0
갈매3육교,구리시,A,6,기타,37.640001,127.129048
소흘IC5교(진입),포천시,A,6,기타,37.577292,127.14088
소흘IC5교(진출),포천시,A,6,기타,37.577292,127.14088
신북IC2교(진입),포천시,A,6,기타,37.578649,127.129926
신북IC2교(진출),포천시,A,6,기타,37.578649,127.129926
회암사교 (8공구),양주시,A,6,기타,37.233019,126.954086
광전육교,남양주시,A,6,기타,37.683413,127.134516
선단IC1교(진입),포천시,A,6,기타,37.577292,127.14088
선단IC1교(진출),포천시,A,6,기타,37.577292,127.14088
소흘JCT7교,포천시,A,6,기타,37.224971,126.959139
소흘JCT2교,포천시,A,6,기타,37.233019,126.954086
민락IC2교(진입),의정부시,A,6,기타,37.577292,127.14088
민락IC2교(진출),의정부시,A,6,기타,37.577292,127.14088
소흘JCT6교,포천시,A,6,기타,37.233019,126.954086
송우1교(서울),포천시,A,6,기타,37.224971,126.959139
송우1교(양주),포천시,A,6,기타,37.224971,126.959139
남구리IC2교,구리시,A,6,기타,37.577292,127.14088
남구리IC4교,구리시,A,6,기타,37.577292,127.14088
소흘JCT3교,포천시,A,6,기타,37.224971,126.959139
소흘JCT10교,포천시,A,6,기타,37.224971,126.959139
이동교4교(양주),포천시,A,6,기타,37.224971,126.959139
이동교4교(서울),포천시,A,6,기타,37.224971,126.959139
소흘JCT4교,포천시,A,6,기타,37.224971,126.959139
연동1교(서울),양주시,A,6,기타,37.224971,126.959139
연동1교(양주),양주시,A,6,기타,37.224971,126.959139
소흘IC2교(진출),포천시,A,6,기타,37.578649,127.129926
소흘IC2교(진입),포천시,A,6,기타,37.578649,127.129926
소흘JCT5교,포천시,A,6,기타,37.224971,126.959139
송우2교(서울),포천시,A,6,기타,37.224971,126.959139
송우2교(양주),포천시,A,6,기타,37.224971,126.959139
갈매교(구리),구리시,A,6,기타,37.631749,127.124552
갈매교(포천),구리시,A,6,기타,37.631749,127.124552
별내3교(구리),남양주시,A,6,기타,37.666273,127.135485
별내3교(포천),남양주시,A,6,기타,37.666273,127.135485
별내4교(구리),남양주시,A,6,기타,37.666273,127.135485
별내4교(포천),남양주시,A,6,기타,37.666273,127.135485
동의정부IC교(구리),의정부시,A,6,기타,37.718755,127.111391
동의정부IC교(포천),의정부시,A,6,기타,37.718755,127.111391
민락IC1교(구리),의정부시,A,6,기타,37.7446,127.120875
민락IC1교(포천),의정부시,A,6,기타,37.7446,127.120875
이동교1교(구리),포천시,A,6,기타,37.779979,127.122066
이동교1교(포천),포천시,A,6,기타,37.779979,127.122066
이동교2교(구리),포천시,A,6,기타,37.787462,127.12813
이동교2교(포천),포천시,A,6,기타,37.787462,127.12813
무봉2교(구리),포천시,A,6,기타,37.795634,127.13166
무봉2교(포천),포천시,A,6,기타,37.795634,127.13166
소흘IC교(구리),포천군,A,6,기타,37.795634,127.13166
소흘IC교(포천),포천군,A,6,기타,37.795634,127.13166
무봉3교(구리),포천시,A,6,기타,37.804313,127.134207
무봉3교(포천),포천시,A,6,기타,37.804313,127.134207
소흘JCT1교(구리),포천시,A,6,기타,37.812559,127.138664
소흘JCT1교(포천),포천시,A,6,기타,37.812559,127.138664
초가팔1교(구리),포천시,A,6,기타,37.817263,127.148191
초가팔1교(포천),포천시,A,6,기타,37.817263,127.148191
초가팔2교(구리),포천시,A,6,기타,37.817263,127.148191
초가팔2교(포천),포천시,A,6,기타,37.817263,127.148191
초가팔3교(구리),포천시,A,6,기타,37.823861,127.155771
초가팔3교(포천),포천시,A,6,기타,37.823861,127.155771
방축1교(구리),포천시,A,6,기타,37.831945,127.160351
방축1교(포천),포천시,A,6,기타,37.831945,127.160351
방축2교(구리),포천시,A,6,기타,37.840717,127.162094
방축2교(포천),포천시,A,6,기타,37.840717,127.162094
선단IC교(구리),포천시,A,6,기타,37.846328,127.170638
선단IC교(포천),포천시,A,6,기타,37.846328,127.170638
금현천교(구리),포천시,A,6,기타,37.846328,127.170638
금현천교(포천),포천시,A,6,기타,37.846328,127.170638
마산1교(구리),포천시,A,6,기타,37.850631,127.18051
마산1교(포천),포천시,A,6,기타,37.850631,127.18051
감암1교(구리),포천시,A,6,기타,37.875683,127.21211
감암1교(포천),포천시,A,6,기타,37.875683,127.21211
우금천교(구리),포천시,A,6,기타,37.856583,127.189029
우금천교(포천),포천시,A,6,기타,37.856583,127.189029
감암3교(구리),포천시,A,6,기타,37.864043,127.195355
감암3교(포천),포천시,A,6,기타,37.864043,127.195355
좌의천교(구리),포천시,A,6,기타,37.871048,127.202397
좌의천교(포천),포천시,A,6,기타,37.871048,127.202397
유교교(구리),포천시,A,6,기타,37.871048,127.202397
유교교(포천),포천시,A,6,기타,37.871048,127.202397
감암2교(구리),포천시,A,6,기타,37.856583,127.189029
감암2교(포천),포천시,A,6,기타,37.856583,127.189029
용정1육교,포천시,A,6,기타,37.875683,127.21211
포천IC교(구리),포천시,A,6,기타,37.88214,127.219782
포천IC교(포천),포천시,A,6,기타,37.88214,127.219782
구읍교(구리),포천시,A,6,기타,37.890034,127.225237
구읍교(포천),포천시,A,6,기타,37.890034,127.225237
상성북교(구리),포천시,A,6,기타,37.907097,127.221367
상성북교(포천),포천시,A,6,기타,37.907097,127.221367
하성북2교(구리),포천시,A,6,기타,37.907097,127.221367
하성북2교(포천),포천시,A,6,기타,37.907097,127.221367
판교JCT-램프J교,성남시 분당구,B,28,1,37.405752,127.094647
판교JCT본선육교(일산),성남시 분당구,C,28,1,37.405752,127.094647
판교JCT본선육교(판교),성남시 분당구,C,28,1,37.405752,127.094647
판교JCT1교(일산),성남시 분당구,C,28,3,37.405752,127.094647
판교JCT1교(판교),성남시 분당구,B,28,3,37.405752,127.094647
금호천교(구리0),성남시 수정구,B,32,3,37.405752,127.094647
금호천교(구리1),성남시 수정구,B,21,3,37.405752,127.094647
금호천교(판교0),성남시 수정구,B,32,3,37.405752,127.094647
금호천교(판교1),성남시 수정구,B,21,3,37.405752,127.094647
삼평1교(구리0),성남시 분당구,B,32,2,37.407576,127.10557
삼평1교(구리1),성남시 분당구,B,21,2,37.407576,127.10557
삼평1교(판교0),성남시 분당구,B,32,2,37.407576,127.10557
삼평1교(판교1),성남시 분당구,B,21,2,37.407576,127.10557
삼평2교(구리0),성남시 수정구,B,32,기타,37.409387,127.116353
삼평2교(구리1),성남시 수정구,B,21,기타,37.409387,127.116353
삼평2교(판교0),성남시 수정구,B,32,기타,37.409387,127.116353
삼평2교(판교1),성남시 수정구,B,21,기타,37.409387,127.116353
삼평3교(구리0),성남시 수정구,B,32,기타,37.409387,127.116353
삼평3교(구리1),성남시 수정구,B,21,기타,37.409387,127.116353
삼평3교(판교0),성남시 수정구,B,32,기타,37.409387,127.116353
삼평3교(판교1),성남시 수정구,B,21,기타,37.409387,127.116353
사송1교(구리0),성남시 수정구,B,32,기타,37.409387,127.116353
사송1교(구리1),성남시 수정구,B,21,기타,37.409387,127.116353
사송1교(판교0),성남시 수정구,B,32,기타,37.409387,127.116353
사송1교(판교1),성남시 수정구,B,21,기타,37.409387,127.116353
사송2교(구리0),성남시 수정구,B,32,3,37.409387,127.116353
사송2교(구리1),성남시 수정구,B,21,3,37.409387,127.116353
사송2교(판교0),성남시 수정구,B,32,3,37.409387,127.116353
사송2교(판교1),성남시 수정구,B,21,3,37.409387,127.116353
탄천교(구리0),성남시 수정구,B,32,2,37.416928,127.122446
탄천교(구리1),성남시 수정구,B,21,2,37.416928,127.122446
탄천교(판교0),성남시 수정구,B,32,2,37.416928,127.122446
탄천교(판교1),성남시 수정구,B,21,2,37.416928,127.122446
여수1교(구리),성남시 중원구,B,21,기타,37.416928,127.122446
여수1교(판교),성남시 중원구,B,21,기타,37.416928,127.122446
성남IC교(구리0),성남시 중원구,B,32,3,37.425845,127.123419
성남IC교(구리1),성남시 중원구,B,21,3,37.425845,127.123419
성남IC교(판교0),성남시 중원구,B,32,3,37.425845,127.123419
성남IC교(판교1),성남시 중원구,B,21,3,37.425845,127.123419
성남1교(구리0),성남시 중원구,B,32,3,37.425845,127.123419
성남1교(구리1),성남시 중원구,B,21,3,37.425845,127.123419
성남1교(판교0),성남시 중원구,B,32,3,37.425845,127.123419
성남1교(판교1),성남시 중원구,B,21,3,37.425845,127.123419
성남2교(구리0),성남시 수정구,B,32,3,37.43485,127.123288
성남2교(구리1),성남시 수정구,B,21,3,37.43485,127.123288
성남2교(판교0),성남시 수정구,B,32,3,37.43485,127.123288
성남2교(판교1),성남시 수정구,B,21,3,37.43485,127.123288
수진교(구리0),성남시 수정구,B,32,3,37.443656,127.123987
수진교(구리1),성남시 수정구,B,21,3,37.443656,127.123987
수진교(판교0),성남시 수정구,B,32,3,37.443656,127.123987
수진교(판교1),성남시 수정구,B,21,3,37.443656,127.123987
태평교(구리0),성남시 수정구,B,32,기타,37.452433,127.125946
태평교(구리1),성남시 수정구,B,21,기타,37.452433,127.125946
태평교(판교0),성남시 수정구,B,32,기타,37.452433,127.125946
태평교(판교1),성남시 수정구,B,21,기타,37.452433,127.125946
복정1교(구리0),성남시 수정구,B,32,기타,37.452433,127.125946
복정1교(구리1),성남시 수정구,B,21,기타,37.452433,127.125946
복정1교(판교0),성남시 수정구,B,32,기타,37.452433,127.125946
복정2교(구리0),성남시 수정구,B,32,3,37.46142,127.125407
복정2교(구리1),성남시 수정구,B,21,3,37.46142,127.125407
복정2교(판교),성남시 수정구,B,32,3,37.46142,127.125407
복정3교(구리0),성남시 수정구,B,32,3,37.470399,127.125191
복정3교(구리1),성남시 수정구,B,21,3,37.470399,127.125191
복정3교(판교),성남시 수정구,B,32,3,37.470399,127.125191
헌릉교(구리0),성남시 수정구,C,32,1,37.470399,127.125191
헌릉교(구리1),성남시 수정구,C,21,1,37.470399,127.125191
헌릉교(판교0),성남시 수정구,C,32,1,37.470399,127.125191
헌릉교(판교1),성남시 수정구,C,21,1,37.470399,127.125191
감일1교(구리0),하남시,B,32,3,37.502363,127.143191
감일1교(구리1),하남시,B,21,3,37.502363,127.143191
감일1교(판교0),하남시,B,32,3,37.502363,127.143191
감일1교(판교1),하남시,B,21,3,37.502363,127.143191
감일2교(구리0),하남시,B,32,3,37.510355,127.148367
감일2교(구리1),하남시,B,21,3,37.510355,127.148367
감일2교(판교0),하남시,B,32,3,37.510355,127.148367
감일2교(판교1),하남시,B,21,3,37.510355,127.148367
감일3교(구리0),하남시,B,32,2,37.510355,127.148367
감일3교(구리1),하남시,B,21,2,37.510355,127.148367
감일3교(판교),하남시,B,32,2,37.510355,127.148367
서하남IC교(구리0),하남시,B,32,3,37.510355,127.148367
서하남IC교(구리1),하남시,B,21,3,37.510355,127.148367
서하남IC교(판교),하남시,B,32,3,37.510355,127.148367
서하남IC1교,하남시,B,21,2,37.513686,127.158572
서하남IC2교,하남시,B,21,3,37.513686,127.158572
감일4교(구리0),하남시,B,32,기타,37.513686,127.158572
감일4교(구리1),하남시,B,21,기타,37.513686,127.158572
감일4교(판교0),하남시,B,32,기타,37.513686,127.158572
감일4교(판교1),하남시,B,21,기타,37.513686,127.158572
감일5교(구리0),하남시,B,32,3,37.513686,127.158572
감일5교(구리1),하남시,B,21,3,37.513686,127.158572
감일5교(판교),하남시,B,32,3,37.513686,127.158572
감일1육교,하남시,B,21,1,37.513686,127.158572
감일2육교,하남시,B,21,1,37.515282,127.169685
광암교,하남시,B,21,기타,37.515282,127.169685
춘궁1교(구리),하남시,B,21,3,37.521238,127.190655
춘궁1교(판교),하남시,B,21,3,37.521238,127.190655
춘궁2교(구리),하남시,B,21,3,37.521238,127.190655
춘궁2교(판교0),하남시,B,32,3,37.521238,127.190655
춘궁2교(판교1),하남시,B,21,3,37.521238,127.190655
춘궁3교(구리),하남시,B,21,기타,37.529239,127.195768
춘궁3교(판교),하남시,B,21,기타,37.529239,127.195768
하남JCT2교,하남시,B,32,기타,37.529239,127.195768
하남JCT1교(구리0),하남시,C,32,1,37.529239,127.195768
하남JCT1교(구리1),하남시,B,21,1,37.529239,127.195768
초일교(구리),하남시,B,22,기타,37.534294,127.188799
초일교(판교),하남시,B,22,기타,37.534294,127.188799
왕숙천1교(구리0),구리시,C,32,1,37.5994,127.155108
왕숙천1교(구리1),구리시,B,21,1,37.5994,127.155108
왕숙천1교(판교0),구리시,C,32,1,37.5994,127.155108
왕숙천1교(판교1),구리시,C,21,1,37.5994,127.155108
남양주IC교(구리0),남양주시,B,31,3,37.5994,127.155108
남양주IC교(구리1),남양주시,B,21,3,37.5994,127.155108
남양주IC교(판교0),남양주시,B,31,3,37.5994,127.155108
남양주IC교(판교1),남양주시,B,21,3,37.5994,127.155108
왕숙천2교(구리0),남양주시,C,31,1,37.606296,127.147897
왕숙천2교(구리1),남양주시,C,21,1,37.606296,127.147897
왕숙천2교(판교0),남양주시,C,31,1,37.606296,127.147897
왕숙천2교(판교1),남양주시,C,21,1,37.606296,127.147897
인창교(구리0),구리시,B,31,3,37.613823,127.142065
인창교(구리1),구리시,B,21,3,37.613823,127.142065
인창교(판교0),구리시,B,31,3,37.613823,127.142065
인창교(판교1),구리시,B,21,3,37.613823,127.142065
구리IC교(구리0),구리시,B,31,3,37.613823,127.142065
구리IC교(구리1),구리시,B,21,3,37.613823,127.142065
구리IC교(판교0),구리시,B,31,3,37.613823,127.142065
구리IC교(판교1),구리시,B,21,3,37.613823,127.142065
구리IC2교(구리0),구리시,B,31,기타,37.613823,127.142065
구리IC2교(구리1),구리시,B,21,기타,37.613823,127.142065
구리IC2교(판교0),구리시,B,31,기타,37.613823,127.142065
구리IC2교(판교1),구리시,B,21,기타,37.613823,127.142065
구리IC1교,구리시,B,31,3,37.613823,127.142065
동창교(일산0),구리시,C,30,1,37.622668,127.139894
동창교(일산1),구리시,C,21,1,37.622668,127.139894
동창교(판교0),구리시,C,30,1,37.622668,127.139894
동창교(판교1),구리시,C,21,1,37.622668,127.139894
사노1교(일산0),구리시,B,30,기타,37.631105,127.136311
사노1교(일산1),구리시,B,21,기타,37.631105,127.136311
사노1교(판교0),구리시,B,30,기타,37.631105,127.136311
사노1교(판교1),구리시,B,21,기타,37.631105,127.136311
사노2교(일산0),구리시,B,30,기타,37.639614,127.133098
사노2교(일산1),구리시,B,21,기타,37.639614,127.133098
사노2교(판교0),구리시,B,30,기타,37.639614,127.133098
사노2교(판교1),구리시,B,21,기타,37.639614,127.133098
퇴계원IC교,구리시,B,30,2,37.639614,127.133098
퇴계원IC1교,구리시,B,30,3,37.639614,127.133098
주을천교(일산),구리시,B,21,1,37.639614,127.133098
주을천교(판교),구리시,B,21,1,37.639614,127.133098
평촌IC-3교,안양시 동안구,B,28,1,37.379185,126.957413
평촌IC-4교,안양시 동안구,B,28,1,37.379185,126.957413
평촌IC-1교,안양시 동안구,B,28,1,37.379733,126.978608
평촌IC-2교,안양시 동안구,B,28,1,37.379733,126.978608
평촌고가교(일산),의왕시,B,28,1,37.383508,126.988845
평촌고가교(판교),의왕시,B,28,1,37.383508,126.988845
모락교(일산),의왕시,B,28,3,37.383508,126.988845
모락교(판교),의왕시,B,28,3,37.383508,126.988845
학의JCT-램프10교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프1교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프2교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프4교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프5교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프6교,의왕시,B,28,2,37.3903,127.009635
학의JCT-램프7교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프8교,의왕시,B,28,1,37.3903,127.009635
학의JCT-램프9교,의왕시,B,28,1,37.3903,127.009635
학의대교(일산),의왕시,B,28,1,37.3903,127.009635
학의대교(판교),의왕시,B,28,1,37.3903,127.009635
포일1-1교,의왕시,B,10,1,37.3903,127.009635
포일1-2교,의왕시,B,10,1,37.3903,127.009635
포일1-3교,의왕시,B,10,2,37.3903,127.009635
학현교(일산),의왕시,B,28,2,37.392778,127.02023
학현교(판교),의왕시,B,28,2,37.392778,127.02023
운중교(일산),성남시 분당구,B,6,1,37.395692,127.07592
운중교(판교),성남시 분당구,B,6,1,37.395692,127.07592
판교JCT2교(일산),성남시 분당구,B,28,2,37.405686,127.094436
판교JCT2교(판교),성남시 분당구,E,28,2,37.405686,127.094436
가남JCT육교(강릉),여주군,B,29,2,37.232684,127.587146
가남JCT육교(인천),여주군,B,29,2,37.232684,127.587146
상거교(강릉),여주군,B,29,기타,37.24633,127.627325
상거교(인천),여주군,B,29,기타,37.24633,127.627325
점봉교(강릉),여주군,B,29,3,37.251955,127.648453
점봉교(인천),여주군,B,29,3,37.251955,127.648453
여주IC교(강릉),여주군,B,29,3,37.251955,127.648453
여주IC교(인천),여주군,B,29,3,37.251955,127.648453
멱곡1교(강릉),여주군,B,29,기타,37.254377,127.670733
멱곡1교(인천),여주군,B,29,기타,37.254377,127.670733
멱곡2교(강릉),여주군,B,29,3,37.254377,127.670733
멱곡2교(인천),여주군,B,29,3,37.254377,127.670733
우만교(강릉),여주군,B,29,기타,37.254377,127.670733
우만교(인천),여주군,B,29,기타,37.254377,127.670733
남한강교(강릉),여주군,E,24,1,37.254638,127.681982
남한강교(인천),여주군,E,29,1,37.254638,127.681982
가야교(강릉),여주군,B,24,기타,37.254407,127.69325
가야교(인천),여주군,B,29,기타,37.254407,127.69325
적금교(강릉),여주군,B,29,기타,37.249148,127.714622
적금교(인천),여주군,B,29,기타,37.249148,127.714622
강천1교(강릉),여주군,B,29,2,37.244204,127.73588
강천1교(인천),여주군,B,29,2,37.244204,127.73588
여주JCT2교,여주군,B,21,2,37.235357,127.589114
수포1육교,용인시 처인구,B,26,3,37.258685,127.204603
수포2육교,용인시,B,12,기타,37.258685,127.204603
용인IC육교(강릉0),용인시 처인구,B,29,3,37.258685,127.204603
용인IC육교(강릉1),용인시 처인구,B,12,기타,37.258685,127.204603
용인IC육교(인천0),용인시 처인구,B,29,3,37.258685,127.204603
용인IC육교(인천1),용인시 처인구,B,12,기타,37.258685,127.204603
회차로교,용인시,B,12,기타,37.258685,127.204603
용인IC1교(0),용인시 처인구,B,29,3,37.254744,127.21474
용인IC1교(1),용인시,B,12,기타,37.254744,127.21474
용인IC2교,용인시 처인구,B,29,기타,37.254744,127.21474
유방1교(강릉),용인시 처인구,B,29,기타,37.254744,127.21474
유방1교(인천),용인시 처인구,B,29,기타,37.254744,127.21474
유방2교(강릉0),용인시 처인구,B,29,3,37.254744,127.21474
유방2교(강릉1),용인시,B,12,기타,37.254744,127.21474
유방2교(인천0),용인시 처인구,B,29,3,37.254744,127.21474
유방2교(인천1),용인시,B,12,기타,37.254744,127.21474
경안천교(강릉0),용인시,B,29,2,37.254744,127.21474
경안천교(강릉1),용인시,B,12,2,37.254744,127.21474
경안천교(인천0),용인시,B,29,2,37.254744,127.21474
경안천교(인천1),용인시,B,12,2,37.254744,127.21474
임원교(강릉),용인시,B,12,기타,37.250755,127.224846
임원교(인천),용인시,B,12,기타,37.250755,127.224846
고림교(강릉0),용인시 처인구,B,29,3,37.247752,127.2354
고림교(강릉1),용인시,B,12,기타,37.247752,127.2354
고림교(인천0),용인시,B,29,3,37.247752,127.2354
고림교(인천1),용인시,B,12,기타,37.247752,127.2354
주북1교(강릉0),용인시,B,29,기타,37.245868,127.257634
주북1교(강릉1),용인시,B,12,기타,37.245868,127.257634
주북1교(인천1),용인시 처인구,B,29,기타,37.245868,127.257634
주북1교(인천2),용인시,B,29,기타,37.245868,127.257634
주북2교(강릉),용인시,B,12,기타,37.245868,127.257634
주북2교(인천),용인시,B,12,기타,37.245868,127.257634
주북3교(강릉),용인시,B,12,기타,37.246454,127.268859
주북3교(인천1),용인시,B,12,기타,37.246454,127.268859
주북3교(인천2),용인시,B,12,기타,37.246454,127.268859
호암교(강릉),용인시,B,12,기타,37.239032,127.289142
호암교(인천1),용인시,B,12,기타,37.239032,127.289142
호암교(인천2),용인시,B,12,기타,37.239032,127.289142
양지교(강릉),용인시,B,29,기타,37.239032,127.289142
양지교(인천),용인시,B,29,기타,37.239032,127.289142
양지IC육교(강릉0),용인시,B,29,3,37.239032,127.289142
양지IC육교(강릉1),용인시,B,12,기타,37.239032,127.289142
양지IC육교(인천0),용인시,B,29,3,37.239032,127.289142
양지IC육교(인천1),용인시,B,12,기타,37.239032,127.289142
총신교(강릉),용인시,B,12,기타,37.241749,127.299456
총신교(인천1),용인시,B,29,3,37.241749,127.299456
총신교(인천2),용인시,B,29,3,37.241749,127.299456
추계교(강릉0),용인시,B,29,3,37.248054,127.320011
추계교(강릉1),용인시,B,12,기타,37.248054,127.320011
추계교(인천1),용인시 처인구,B,29,3,37.248054,127.320011
추계교(인천2),용인시,B,29,3,37.248054,127.320011
추계육교(강릉),용인시,B,12,2,37.250972,127.330636
추계육교(인천1),용인시,B,29,2,37.250972,127.330636
추계육교(인천2),용인시,B,29,2,37.250972,127.330636
양촌교(강릉0),이천시,B,29,3,37.251889,127.341751
양촌교(강릉1),이천시,B,12,기타,37.251889,127.341751
양촌교(인천1),이천시,B,29,3,37.251889,127.341751
양촌교(인천2),이천시,B,29,3,37.251889,127.341751
