교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
안화2교(제천),기타,경기도,평택시,15.0,16.0,3,라멘교,B,DB-24,21,1.0,15.0,37636.0
안화2교(평택),기타,경기도,평택시,15.0,15.5,3,라멘교,B,DB-24,21,1.0,15.0,37636.0
안화3교(제천),기타,경기도,평택시,12.0,16.0,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
안화3교(평택),기타,경기도,평택시,12.0,15.5,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
안화4교(제천),기타,경기도,평택시,12.0,16.0,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
안화4교(평택),기타,경기도,평택시,12.0,15.5,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
안화5교(제천),기타,경기도,평택시,12.0,15.5,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
안화5교(평택),기타,경기도,평택시,12.0,16.0,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
진위천교(제천),1,경기도,평택시,850.0,15.7,3,PSC박스거더교,B,DB-24,21,17.0,50.0,37636.0
진위천교(평택),1,경기도,평택시,850.0,15.7,3,PSC박스거더교,B,DB-24,21,17.0,50.0,37636.0
해창철교(제천),1,경기도,평택시,190.0,15.8,3,강박스거더교,B,DB-24,21,4.0,60.0,37636.0
해창철교(평택),1,경기도,평택시,176.0,15.8,3,강박스거더교,B,DB-24,21,4.0,60.0,37636.0
해창교(제천),기타,경기도,평택시,12.0,26.0,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
해창교(평택),기타,경기도,평택시,12.0,26.0,3,라멘교,B,DB-24,21,1.0,12.0,37636.0
서정천교(제천0),2,경기도,평택시,150.5,15.8,3,PSCI거더교,B,DB-24,21,5.0,30.1,37636.0
서정천교(평택0),2,경기도,평택시,150.5,15.8,3,PSCI거더교,B,DB-24,21,5.0,30.1,37636.0
서정천교(제천1),2,경기도,평택시,150.5,5.6,1,PSCI거더교,B,DB-24,5,5.0,30.1,37636.0
서정천교(평택1),기타,경기도,평택시,30.1,5.6,1,PSCI거더교,A,DB-24,5,1.0,30.1,37636.0
궁리1교(제천),기타,경기도,평택시,15.0,15.5,3,라멘교,B,DB-24,21,1.0,15.0,33769.0
궁리1교(평택0),기타,경기도,평택시,15.0,16.0,3,라멘교,B,DB-24,21,1.0,15.0,33769.0
궁리1교(평택1),기타,경기도,평택시,15.0,5.8,1,라멘교,B,DB-24,5,1.0,15.0,33769.0
궁리2교(평택),기타,경기도,평택시,12.4,15.8,3,라멘교,B,DB-24,21,1.0,12.4,33769.0
궁리2교(제천),기타,경기도,평택시,12.4,15.8,3,라멘교,B,DB-24,21,1.0,12.4,33769.0
방축교(평택),기타,경기도,평택시,12.0,15.5,3,라멘교,B,DB-24,21,1.0,12.0,33769.0
방축교(제천),기타,경기도,평택시,12.0,15.8,3,라멘교,B,DB-24,21,1.0,12.0,33769.0
송탄교(제천),1,경기도,평택시,919.5,15.8,3,강박스거더교,B,DB-24,21,17.0,70.0,33769.0
송탄교(평택),1,경기도,평택시,919.5,15.8,3,강박스거더교,B,DB-24,21,17.0,70.0,33769.0
모곡1교(제천),3,경기도,평택시,40.0,15.8,3,강플레이트거더교,B,DB-24,21,1.0,40.0,33769.0
모곡1교(평택),3,경기도,평택시,40.0,15.8,3,강플레이트거더교,B,DB-24,21,1.0,40.0,33769.0
모곡2교(제천),기타,경기도,평택시,12.0,15.8,3,라멘교,B,DB-24,21,1.0,12.0,33769.0
모곡2교(평택),기타,경기도,평택시,12.0,15.8,3,라멘교,B,DB-24,21,1.0,12.0,33769.0
모곡3교(제천),2,경기도,평택시,50.0,15.8,3,강박스거더교,B,DB-24,21,1.0,50.0,33769.0
모곡3교(평택),2,경기도,평택시,50.0,15.8,3,강박스거더교,B,DB-24,21,1.0,50.0,33769.0
도일천교(제천),3,경기도,평택시,47.0,18.7,3,라멘교,B,DB-24,21,3.0,17.0,33769.0
도일천교(평택),3,경기도,평택시,47.0,20.3,3,라멘교,B,DB-24,21,3.0,17.0,33769.0
칠괴교(제천),2,경기도,평택시,115.0,15.4,3,강박스거더교,B,DB-24,21,3.0,45.0,33769.0
칠괴교(평택),2,경기도,평택시,115.0,16.0,3,강박스거더교,B,DB-24,21,3.0,45.0,33769.0
도일교(제천),3,경기도,평택시,45.0,15.8,3,강박스거더교,B,DB-24,21,1.0,45.0,33240.0
도일교(평택),3,경기도,평택시,45.0,15.8,3,강박스거더교,B,DB-24,21,1.0,45.0,33240.0
도원교,기타,경기도,평택시,12.0,30.2,6,라멘교,B,DB-24,21,1.0,12.0,33240.0
송탄IC교,2,경기도,평택시,50.0,15.6,2,강박스거더교,B,DB-24,21,1.0,50.0,33240.0
통복천교(제천),3,경기도,평택시,90.6,19.3,4,PSCI거더교,B,DB-24,21,3.0,30.3,33240.0
통복천교(평택),3,경기도,평택시,90.6,19.3,4,PSCI거더교,B,DB-24,21,3.0,30.3,33240.0
청룡교(제천),3,경기도,평택시,90.0,19.3,4,PSCI거더교,B,DB-24,21,3.0,30.0,33240.0
청룡교(평택),3,경기도,평택시,90.0,19.3,4,PSCI거더교,B,DB-24,21,3.0,30.0,33240.0
안성JCT1교,1,경기도,안성시,150.0,11.1,2,강박스거더교,B,DB-24,21,3.0,65.0,36471.0
안성JCT2교,1,경기도,안성시,150.0,11.1,2,강박스거더교,B,DB-24,21,3.0,60.0,36471.0
안성JCT교(제천),1,경기도,안성시,280.0,17.8,4,강박스거더교,B,DB-24,21,5.0,60.0,36471.0
안성JCT교(평택),1,경기도,안성시,280.0,15.7,3,강박스거더교,B,DB-24,21,5.0,60.0,36471.0
강문교(제천),1,경기도,안성시,150.0,17.8,4,강박스거더교,B,DB-24,21,3.0,60.0,36471.0
강문교(평택),1,경기도,안성시,150.0,15.7,3,강박스거더교,B,DB-24,21,3.0,60.0,36471.0
서안성IC1교(제천),기타,경기도,안성시,12.0,11.4,2,라멘교,B,DB-24,21,1.0,12.0,29545.0
서안성IC1교(평택),기타,경기도,안성시,12.0,16.4,3,라멘교,B,DB-24,21,1.0,12.0,29545.0
서안성IC2교,2,경기도,안성시,238.7,8.5,1,강박스거더교,B,DB-24,21,7.0,49.3,29545.0
서안성IC3교,2,경기도,안성시,120.0,4.6,1,PSCI거더교,B,DB-24,21,4.0,30.0,29545.0
서안성IC교(제천),3,경기도,안성시,29.9,15.5,3,강플레이트거더교,B,DB-24,21,1.0,29.9,29545.0
서안성IC교(평택),3,경기도,안성시,29.9,12.4,2,강플레이트거더교,B,DB-24,21,1.0,29.9,29545.0
반제1교(제천),기타,경기도,안성시,15.0,12.2,2,라멘교,B,DB-24,15,1.0,15.0,29545.0
반제1교(평택),기타,경기도,안성시,15.0,15.7,3,라멘교,B,DB-24,15,1.0,15.0,29545.0
서안성IC4교,기타,경기도,안성시,15.0,14.4,1,라멘교,B,DB-24,15,1.0,15.0,29545.0
반제2교(제천),3,경기도,안성시,30.1,11.8,2,PSCI거더교,B,DB-24,15,1.0,30.1,29545.0
반제2교(평택),3,경기도,안성시,30.1,12.5,2,PSCI거더교,B,DB-24,15,1.0,30.1,29545.0
용두교(제천),기타,경기도,안성시,11.0,12.5,2,라멘교,B,DB-24,15,1.0,11.0,29545.0
용두교(평택),기타,경기도,안성시,11.0,11.8,2,라멘교,B,DB-24,15,1.0,11.0,29545.0
만정교(제천),기타,경기도,안성시,10.0,12.0,2,라멘교,B,DB-24,15,1.0,10.0,29545.0
만정교(평택),기타,경기도,안성시,10.0,12.5,2,라멘교,B,DB-24,15,1.0,10.0,29545.0
유천교(제천),3,경기도,안성시,60.0,11.8,2,PSCI거더교,B,DB-24,15,2.0,30.0,29545.0
유천교(평택),3,경기도,안성시,60.0,12.5,2,PSCI거더교,B,DB-24,15,2.0,30.0,29545.0
마정교(제천),1,경기도,안성시,120.0,12.5,2,강박스거더교,B,DB-24,15,3.0,50.0,29545.0
마정교(평택),1,경기도,안성시,120.0,11.8,2,강박스거더교,B,DB-24,15,3.0,50.0,29545.0
야촌교(제천),기타,경기도,안성시,10.0,11.8,2,라멘교,B,DB-24,15,1.0,10.0,29545.0
야촌교(평택),기타,경기도,안성시,10.0,12.5,2,라멘교,B,DB-24,15,1.0,10.0,29545.0
신두1교(제천),기타,경기도,안성시,12.0,12.5,2,라멘교,B,DB-24,15,1.0,12.0,29545.0
신두1교(평택),기타,경기도,안성시,12.0,11.8,2,라멘교,B,DB-24,15,1.0,12.0,29545.0
신두2교(제천),기타,경기도,안성시,10.0,15.3,2,라멘교,B,DB-24,15,1.0,10.0,29545.0
신두2교(평택),기타,경기도,안성시,10.0,14.2,2,라멘교,B,DB-24,15,1.0,10.0,29545.0
한천교(제천),2,경기도,안성시,150.6,12.5,2,PSCI거더교,B,DB-24,15,5.0,30.1,29545.0
한천교(평택),2,경기도,안성시,150.6,11.8,2,PSCI거더교,B,DB-24,15,5.0,30.1,29545.0
당촌교(제천),3,경기도,안성시,26.0,11.8,2,라멘교,B,DB-24,15,2.0,13.0,29545.0
당촌교(평택),3,경기도,안성시,26.0,12.5,2,라멘교,B,DB-24,15,2.0,13.0,29545.0
갈전안성천교(제천),2,경기도,안성시,150.6,11.8,2,PSCI거더교,B,DB-24,15,5.0,30.1,29545.0
갈전안성천교(평택),2,경기도,안성시,150.6,12.5,2,PSCI거더교,B,DB-24,15,5.0,30.1,29545.0
갈전1교(제천),3,경기도,안성시,30.1,11.8,2,PSCI거더교,B,DB-24,15,1.0,30.1,29545.0
갈전1교(평택),3,경기도,안성시,30.1,12.5,2,PSCI거더교,B,DB-24,15,1.0,30.1,29545.0
갈전2교(제천),3,경기도,안성시,35.0,11.8,2,PSCI거더교,B,DB-24,15,1.0,35.0,29545.0
갈전2교(평택),3,경기도,안성시,35.0,12.5,2,PSCI거더교,B,DB-24,15,1.0,35.0,29545.0
갈전육교,3,경기도,안성시,43.5,30.0,2,라멘교,B,DB-24,15,3.0,24.5,29545.0
보체1교(제천),기타,경기도,안성시,8.0,30.7,3,라멘교,B,DB-24,15,1.0,8.0,26618.0
보체1교(평택),기타,경기도,안성시,8.0,17.5,3,라멘교,B,DB-24,15,1.0,8.0,26618.0
남안성IC교(제천),3,경기도,안성시,35.0,16.1,3,강플레이트거더교,B,DB-24,15,1.0,35.0,26618.0
남안성IC교(평택),3,경기도,안성시,35.0,11.8,2,강플레이트거더교,B,DB-24,15,1.0,35.0,26618.0
남안성ICR-A교(제천),기타,경기도,안성시,12.6,11.4,2,라멘교,B,DB-24,15,1.0,12.6,26618.0
남안성ICR-A교(평택),기타,경기도,안성시,12.6,11.4,2,라멘교,B,DB-24,15,1.0,12.6,26618.0
동문육교(부산),3,경기도,안성시,47.1,19.3,4,RC슬래브교,B,DB-24,30,3.0,19.0,94892.0
동문육교(서울0),3,경기도,안성시,47.1,19.3,5,RC슬래브교,B,DB-24,30,3.0,19.0,94892.0
외가천교(부산),3,경기도,안성시,60.0,19.3,4,PSCI거더교,B,DB-24,30,2.0,30.0,88202.0
외가천교(서울0),3,경기도,안성시,60.0,19.3,4,PSCI거더교,B,DB-24,30,2.0,30.0,88202.0
지문육교(부산),기타,경기도,안성시,8.3,19.3,4,라멘교,B,DB-24,30,1.0,8.3,88202.0
지문육교(서울),기타,경기도,안성시,8.3,19.3,4,라멘교,B,DB-24,30,1.0,8.3,88202.0
원곡육교(부산),기타,경기도,안성시,12.0,19.3,4,라멘교,B,DB-24,30,1.0,12.0,88202.0
원곡육교(서울),기타,경기도,안성시,12.0,19.3,4,라멘교,B,DB-24,30,1.0,12.0,88202.0
진목육교(부산),기타,경기도,용인시,12.0,21.3,4,라멘교,B,DB-24,30,1.0,12.0,88202.0
진목육교(서울),기타,경기도,용인시,12.0,24.0,4,라멘교,B,DB-24,30,1.0,12.0,88202.0
진위천교(부산),2,경기도,용인시 처인구,162.2,19.3,5,강박스거더교,E,DB-24,30,4.0,45.0,88202.0
진위천교(서울),2,경기도,용인시 처인구,162.2,19.3,4,강박스거더교,E,DB-24,30,4.0,45.0,88202.0
외동천교(부산),3,경기도,용인시 처인구,54.1,19.3,5,RC중공슬래브교,B,DB-24,30,3.0,21.0,88202.0
외동천교(서울),3,경기도,용인시 처인구,54.1,19.3,5,RC중공슬래브교,B,DB-24,30,3.0,21.0,88202.0
대원교(부산),기타,경기도,오산시,10.0,23.4,6,라멘교,B,DB-24,30,1.0,10.0,92257.0
대원교(서울),기타,경기도,오산시,10.0,23.8,6,라멘교,B,DB-24,30,1.0,10.0,92257.0
오산IC육교(부산),3,경기도,오산시,60.1,19.3,5,PSC중공슬래브교,B,DB-24,30,3.0,26.0,92257.0
오산IC육교(서울),3,경기도,오산시,60.1,27.4,6,PSC중공슬래브교,B,DB-24,30,3.0,26.0,92257.0
부산교(부산),3,경기도,오산시,32.1,23.8,5,라멘교,B,DB-24,17,2.0,16.1,92257.0
부산교(서울),3,경기도,오산시,32.1,23.1,5,라멘교,B,DB-24,17,2.0,16.1,92257.0
동탄2교(부산),3,경기도,오산시,35.0,19.3,5,PSCI거더교,B,DB-24,30,1.0,35.0,92257.0
동탄2교(서울0),3,경기도,오산시,35.0,19.3,5,PSCI거더교,B,DB-24,30,1.0,35.0,92257.0
동탄2교(서울1),기타,경기도,오산시,37.6,5.3,1,라멘교,A,DB-24,4,1.0,35.0,92257.0
동탄1교(부산),3,경기도,오산시,30.1,19.3,5,PSCI거더교,B,DB-24,30,1.0,30.1,92257.0
동탄1교(서울0),3,경기도,오산시,30.1,19.3,5,PSCI거더교,B,DB-24,30,1.0,30.1,92257.0
동탄1교(서울1),기타,경기도,오산시,29.9,5.4,1,라멘교,A,DB-24,4,1.0,27.9,92257.0
송리교(부산),기타,경기도,화성시,11.2,19.3,5,라멘교,B,DB-24,30,1.0,11.2,90435.0
송리교(서울0),기타,경기도,화성시,11.2,19.3,5,라멘교,B,DB-24,30,1.0,11.2,90435.0
송리교(서울1),기타,경기도,오산시,13.1,6.0,1,라멘교,A,DB-24,4,1.0,11.2,90435.0
청계1교(부산),3,경기도,화성시,42.1,19.7,5,RC슬래브교,B,DB-24,30,3.0,15.0,90435.0
청계1교(서울),3,경기도,화성시,42.1,19.3,4,RC슬래브교,B,DB-24,30,3.0,15.0,90435.0
기흥IC10교,기타,경기도,화성시,10.6,24.8,6,강플레이트거더교,B,DB-24,13,1.0,10.6,96020.0
기흥IC1교,3,경기도,용인시 기흥구,34.1,30.6,3,라멘교,B,DB-24,13,1.0,34.1,96020.0
기흥IC2교,3,경기도,용인시 기흥구,40.4,17.0,2,PSCI거더교,B,DB-24,13,1.0,40.4,96020.0
기흥IC3교,3,경기도,용인시 기흥구,45.2,15.6,2,PSCI거더교,B,DB-24,13,1.0,45.2,96020.0
기흥IC4교,3,경기도,용인시 기흥구,90.6,8.5,1,PSCI거더교,B,DB-24,13,2.0,45.3,96020.0
기흥IC5교(진입),3,경기도,화성군,45.0,15.2,3,PSCI거더교,B,DB-24,13,1.0,45.0,96020.0
기흥IC5교(진출),3,경기도,화성군,45.0,15.2,3,PSCI거더교,B,DB-24,13,1.0,45.0,96020.0
기흥IC6교,3,경기도,용인시 기흥구,76.0,11.1,2,강박스거더교,B,DB-24,13,2.0,42.3,96020.0
기흥IC7교,기타,경기도,화성시,83.5,11.1,2,강박스거더교,B,DB-24,13,2.0,46.4,96020.0
기흥IC8교,3,경기도,용인시 기흥구,26.0,8.7,1,라멘교,B,DB-24,13,1.0,26.0,96020.0
기흥IC9교,3,경기도,용인시 기흥구,90.5,8.8,1,PSCI거더교,B,DB-24,13,2.0,46.2,96020.0
기흥IC교(진입),1,경기도,화성시,150.3,7.8,1,강박스거더교,E,DB-24,13,3.0,60.0,96020.0
기흥IC교(진출),1,경기도,화성시,150.3,11.4,1,강박스거더교,E,DB-24,13,3.0,60.0,96020.0
오산천교(진입),3,경기도,용인시 기흥구,98.2,18.6,4,강박스거더교,B,DB-24,13,2.0,49.1,96020.0
오산천교(진출),3,경기도,용인시 기흥구,98.2,18.6,4,강박스거더교,B,DB-24,13,2.0,49.1,96020.0
고매교(부산),3,경기도,용인시 기흥구,45.0,23.4,5,RC중공슬래브교,B,DB-24,30,2.0,22.5,96020.0
고매교(서울),3,경기도,용인시 기흥구,45.0,36.8,6,RC중공슬래브교,B,DB-24,30,2.0,22.5,96020.0
기흥육교(부산),3,경기도,용인시 기흥구,30.3,23.4,5,프리플렉스거더교,B,DB-24,30,1.0,30.3,96020.0
기흥육교(서울0),3,경기도,용인시 기흥구,30.3,23.4,5,프리플렉스거더교,B,DB-24,30,1.0,30.3,96020.0
기흥육교(서울1),3,경기도,용인시 기흥구,30.3,4.6,1,프리플렉스거더교,B,DB-24,13,1.0,30.3,96020.0
삼성고가차도,1,경기도,용인시 기흥구,165.2,13.1,2,강박스거더교,E,DB-24,16,3.0,65.0,96020.0
공세2교(부산),3,경기도,용인시 기흥구,30.5,23.4,5,프리플렉스거더교,B,DB-24,30,1.0,30.5,96020.0
공세2교(서울0),3,경기도,용인시 기흥구,30.5,19.3,4,프리플렉스거더교,B,DB-24,30,1.0,30.5,96020.0
공세2교(서울1),3,경기도,용인시 기흥구,30.5,4.4,1,프리플렉스거더교,B,DB-24,13,1.0,30.5,96020.0
공세1교(부산),3,경기도,용인시 기흥구,35.0,23.4,5,RC슬래브교,B,DB-24,30,3.0,13.0,96020.0
공세1교(서울0),3,경기도,용인시 기흥구,35.0,19.7,4,RC슬래브교,B,DB-24,30,3.0,13.0,96020.0
공세1교(서울1),3,경기도,용인시 기흥구,35.0,5.2,1,RC슬래브교,B,DB-24,13,3.0,13.0,96020.0
공세육교(부산),3,경기도,용인시 기흥구,30.0,23.4,5,프리플렉스거더교,B,DB-24,30,1.0,30.0,96020.0
공세육교(서울),3,경기도,용인시 기흥구,30.0,19.3,5,프리플렉스거더교,B,DB-24,30,1.0,30.0,96020.0
보평육교(부산),3,경기도,용인시 기흥구,35.0,19.7,5,프리플렉스거더교,B,DB-24,30,1.0,35.0,96020.0
보평육교(서울),3,경기도,용인시 기흥구,35.0,19.7,5,프리플렉스거더교,B,DB-24,30,1.0,35.0,96020.0
보평교(부산),3,경기도,용인시 기흥구,42.5,19.3,5,RC슬래브교,B,DB-24,30,4.0,11.5,96020.0
보평교(서울),3,경기도,용인시 기흥구,42.5,19.3,5,RC슬래브교,B,DB-24,30,4.0,11.5,96020.0
수원IC1교,1,경기도,용인시 기흥구,482.7,19.6,4,강박스거더교,E,DB-24,13,10.0,60.1,107111.0
수원IC2교,3,경기도,용인시 기흥구,90.3,8.9,1,강박스거더교,B,DB-24,13,2.0,45.2,107111.0
수원IC3교,기타,경기도,용인시 기흥구,15.0,27.9,2,라멘교,B,DB-24,13,1.0,15.0,107111.0
수원IC4교,3,경기도,용인시 기흥구,30.7,11.1,2,PSCI거더교,B,DB-24,13,1.0,30.7,107111.0
수원IC5교,기타,경기도,용인시 기흥구,12.0,15.1,3,라멘교,B,DB-24,13,1.0,12.0,107111.0
수원IC6교,기타,경기도,용인시 기흥구,6.1,27.8,1,강플레이트거더교,B,DB-24,13,1.0,6.1,107111.0
수원IC교,1,경기도,용인시 기흥구,124.2,8.7,1,강박스거더교,E,DB-24,13,3.0,50.0,107111.0
수원육교(부산0),3,경기도,용인시 기흥구,65.2,19.3,5,프리플렉스거더교,B,DB-24,31,3.0,25.0,107111.0
수원육교(부산1),3,경기도,용인시 기흥구,65.2,5.9,1,프리플렉스거더교,B,DB-24,13,3.0,25.0,107111.0
수원육교(서울),3,경기도,용인시 기흥구,65.2,23.4,6,프리플렉스거더교,B,DB-24,31,3.0,25.0,107111.0
영덕교(0),3,경기도,용인시 기흥구,70.0,15.3,3,RC슬래브교,B,DB-24,55,6.0,13.0,107111.0
영덕교(1),3,경기도,용인시 기흥구,70.0,5.8,1,RC슬래브교,B,DB-24,36,6.0,13.0,107111.0
영덕교(2),3,경기도,용인시 기흥구,70.0,8.8,2,RC슬래브교,B,DB-24,31,6.0,13.0,107111.0
영덕교(3),3,경기도,용인시,70.0,30.0,5,RC슬래브교,B,DB-24,27,6.0,13.0,107111.0
하갈교(부산),3,경기도,용인시 기흥구,70.0,22.3,5,RC슬래브교,B,DB-24,31,5.0,15.0,107111.0
하갈교(서울),3,경기도,용인시 기흥구,70.0,22.9,5,RC슬래브교,B,DB-24,31,5.0,15.0,107111.0
신갈2육교(부산),3,경기도,용인시 기흥구,60.4,23.2,5,프리플렉스거더교,B,DB-24,31,2.0,30.2,107111.0
신갈2육교(서울),3,경기도,용인시 기흥구,60.4,19.3,5,프리플렉스거더교,B,DB-24,31,2.0,30.2,107111.0
신갈1육교(부산),기타,경기도,용인시 기흥구,16.0,28.2,6,라멘교,B,DB-24,31,2.0,8.0,107111.0
신갈1육교(서울),기타,경기도,용인시 기흥구,16.0,36.6,6,라멘교,B,DB-24,31,2.0,8.0,107111.0
신갈JCT2교(부산),기타,경기도,용인시 기흥구,6.8,24.0,5,라멘교,B,DB-24,32,1.0,6.8,107111.0
신갈JCT2교(서울),기타,경기도,용인시 기흥구,6.8,24.0,5,라멘교,B,DB-24,32,1.0,6.8,107111.0
신갈JCT1교(부산),3,경기도,용인시 기흥구,40.7,19.2,4,프리플렉스거더교,B,DB-24,32,1.0,40.7,107111.0
신갈JCT1교(서울),3,경기도,용인시 기흥구,40.7,19.2,4,프리플렉스거더교,B,DB-24,32,1.0,40.7,107111.0
풍덕천교(부산),3,경기도,용인시 기흥구,75.4,19.3,5,PSCI거더교,B,DB-24,31,3.0,25.2,105559.0
풍덕천교(서울),3,경기도,용인시 기흥구,75.4,19.3,5,PSCI거더교,B,DB-24,31,3.0,25.2,105559.0
죽전육교(부산),3,경기도,용인시 수지구,40.4,23.0,5,프리플렉스거더교,B,DB-24,31,1.0,40.4,105559.0
죽전육교(서울),3,경기도,용인시 수지구,40.4,20.8,5,프리플렉스거더교,B,DB-24,31,1.0,40.4,105559.0
금곡교(부산0),3,경기도,성남시 분당구,74.9,15.7,4,RC슬래브교,B,DB-24,55,6.0,14.6,105559.0
금곡교(부산1),3,경기도,성남시 분당구,74.9,5.6,1,RC슬래브교,B,DB-24,31,6.0,14.6,105559.0
금곡교(서울0),3,경기도,성남시 분당구,74.9,15.7,4,RC슬래브교,B,DB-24,55,6.0,14.6,105559.0
금곡교(서울1),3,경기도,성남시 분당구,74.9,5.6,1,RC슬래브교,B,DB-24,31,6.0,14.6,105559.0
금곡육교(부산),3,경기도,성남시 분당구,40.4,19.3,5,프리플렉스거더교,B,DB-24,31,1.0,40.4,105559.0
금곡육교(서울),3,경기도,성남시 분당구,40.4,19.3,5,프리플렉스거더교,B,DB-24,31,1.0,40.4,105559.0
궁내2교(부산0),기타,경기도,성남시 분당구,10.8,11.2,2,라멘교,B,DB-24,36,1.0,10.8,105559.0
궁내2교(부산1),기타,경기도,성남시 분당구,10.8,23.9,5,라멘교,B,DB-24,31,1.0,10.8,105559.0
궁내2교(부산2),기타,경기도,성남시 분당구,10.8,21.3,4,라멘교,B,DB-24,13,1.0,10.8,105559.0
궁내2교(서울0),기타,경기도,성남시 분당구,10.8,27.2,5,라멘교,B,DB-24,36,1.0,10.8,105559.0
궁내2교(서울1),기타,경기도,성남시 분당구,10.8,33.6,5,라멘교,B,DB-24,31,1.0,10.8,105559.0
궁내1교(부산0),기타,경기도,성남시 분당구,10.0,19.3,4,라멘교,B,DB-24,31,1.0,10.0,105559.0
궁내1교(부산1),기타,경기도,성남시 분당구,10.0,13.2,2,라멘교,B,DB-24,13,1.0,10.0,105559.0
궁내1교(서울),기타,경기도,성남시 분당구,10.0,22.9,5,라멘교,B,DB-24,31,1.0,10.0,105559.0
판교3교(부산0),3,경기도,성남시 분당구,35.0,18.8,5,프리플렉스거더교,B,DB-24,31,1.0,35.0,74394.0
판교3교(부산1),3,경기도,성남시 분당구,35.0,7.8,2,프리플렉스거더교,B,DB-24,13,1.0,35.0,74394.0
판교3교(서울0),3,경기도,성남시 분당구,35.0,18.8,4,프리플렉스거더교,B,DB-24,31,1.0,35.0,74394.0
판교3교(서울1),3,경기도,성남시 분당구,35.0,4.2,1,프리플렉스거더교,B,DB-24,13,1.0,35.0,74394.0
판교2교(부산),3,경기도,성남시 분당구,60.5,27.6,7,PSCI거더교,B,DB-24,15,2.0,30.2,74394.0
판교2교(서울),3,경기도,성남시 분당구,60.5,22.6,5,PSCI거더교,B,DB-24,15,2.0,30.2,74394.0
판교1교(부산0),3,경기도,성남시 분당구,62.8,22.8,5,RC슬래브교,B,DB-24,31,4.0,18.0,74394.0
판교1교(부산1),3,경기도,성남시 분당구,62.8,4.2,1,RC슬래브교,B,DB-24,13,4.0,18.0,74394.0
판교1교(서울),3,경기도,성남시 분당구,62.7,19.3,5,RC슬래브교,B,DB-24,31,4.0,18.0,74394.0
판교IC램프E교(부산),3,경기도,성남시 분당구,25.7,29.3,7,PSCI거더교,B,DB-24,15,1.0,25.7,74394.0
판교IC램프E교(서울),3,경기도,성남시 분당구,25.7,22.6,5,PSCI거더교,B,DB-24,15,1.0,25.7,74394.0
판교IC1교,3,경기도,성남시 분당구,36.5,12.1,2,라멘교,B,DB-24,13,2.0,18.2,74394.0
판교IC2교,3,경기도,성남시 분당구,25.3,14.1,2,PSCI거더교,B,DB-24,13,1.0,25.3,74394.0
판교IC3교,3,경기도,성남시 분당구,45.4,19.3,4,PSCI거더교,B,DB-24,13,1.0,45.4,74394.0
판교IC교,1,경기도,성남시 분당구,160.3,14.7,3,강박스거더교,E,DB-24,13,3.0,68.0,74394.0
내동교(부산0),기타,경기도,성남시 분당구,8.0,17.2,3,RC슬래브교,B,DB-24,54,1.0,8.0,74394.0
내동교(부산1),기타,경기도,성남시 분당구,8.0,5.1,1,RC슬래브교,B,DB-24,32,1.0,8.0,74394.0
내동교(부산2),기타,경기도,성남시 분당구,8.0,10.0,2,RC슬래브교,B,DB-24,28,1.0,8.0,74394.0
내동교(서울0),기타,경기도,성남시 분당구,8.0,14.2,3,RC슬래브교,B,DB-24,54,1.0,8.0,74394.0
내동교(서울1),기타,경기도,성남시 분당구,8.0,9.1,2,RC슬래브교,B,DB-24,32,1.0,8.0,74394.0
내동교(서울2),기타,경기도,성남시 분당구,8.0,19.1,4,RC슬래브교,B,DB-24,13,1.0,8.0,74394.0
판교JCT육교(부산),기타,경기도,성남시 수정구,11.7,23.3,5,라멘교,B,DB-24,32,1.0,11.7,74394.0
판교JCT육교(서울0),기타,경기도,성남시 수정구,11.7,23.3,6,라멘교,B,DB-24,32,1.0,11.7,74394.0
판교JCT육교(서울1),기타,경기도,성남시 수정구,11.7,5.5,1,라멘교,B,DB-24,13,1.0,11.7,74394.0
외동교(부산),3,경기도,성남시 수정구,34.4,23.3,5,라멘교,B,DB-24,32,3.0,13.0,74394.0
외동교(서울0),3,경기도,성남시 수정구,34.4,23.3,6,라멘교,B,DB-24,32,3.0,13.0,74394.0
외동교(서울1),3,경기도,성남시 수정구,34.4,6.7,1,라멘교,B,DB-24,13,3.0,13.0,74394.0
금토교(부산),3,경기도,성남시 수정구,35.9,23.3,4,프리플렉스거더교,B,DB-24,32,1.0,35.9,74394.0
금토교(서울),3,경기도,성남시 수정구,35.9,23.3,5,프리플렉스거더교,B,DB-24,32,1.0,35.9,74394.0
금토JCTRamp-A교,1,경기도,성남시 수정구,257.3,11.3,2,강박스거더교,B,DB-24,5,5.0,60.0,74394.0
상적교(부산0),3,경기도,성남시 수정구,54.0,18.6,4,강플레이트거더교,B,DB-24,35,3.0,21.0,96080.0
상적교(부산1),기타,경기도,성남시 수정구,53.9,6.2,1,강플레이트거더교,B,DB-24,8,3.0,21.0,96080.0
