교량명,시설물종별등급구분,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수
상봉육교,기타,경기도,용인시 처인구,37.146735,127.387422,37.147276,127.38734,30.0,19.5,4,PSCI거더교,B,DB-24,13
기산1교(상),2,경기도,화성시,37.218957,127.043095,37.219087,127.044361,105.0,15.2,3,강박스거더교,B,DB-24,15
기산1교(하),2,경기도,화성시,37.218836,127.043379,37.219005,127.044548,115.0,14.0,3,강박스거더교,B,DB-24,15
기산2교,기타,경기도,화성시,37.219453,127.045383,37.219534,127.045533,15.0,21.0,6,라멘교,B,DB-24,15
한반교,기타,경기도,화성시,37.2288,127.049748,37.229148,127.049984,43.0,28.0,8,강박스거더교,B,DB-24,15
김포아라대교,1,경기도,김포시,37.594085,126.780905,37.591194,126.785926,550.0,38.7,8,아치교,A,DB-24,12
가재교,기타,경기도,화성시,37.147726,126.924319,37.147937,126.924496,15.0,30.8,6,라멘교,A,DB-24,9
하가등천교,기타,경기도,화성시,37.13552,126.912199,37.135462,126.912524,15.0,20.9,6,라멘교,A,DB-24,9
도이교,기타,경기도,화성시,37.137839,126.930886,37.138097,126.930892,30.1,28.9,4,PSCI거더교,A,DB-24,9
도이IC교(행정IC교),기타,경기도,화성시,37.135218,126.930907,37.134517,126.930939,80.1,35.4,7,프리플렉스거더교,A,DB-24,9
도이IC램프A교(행정IC램프A교),1,경기도,화성시,37.135491,126.929328,37.133614,126.931485,290.0,7.9,1,강박스거더교,B,DB-24,9
행정교,기타,경기도,화성시,37.130695,126.930691,37.130361,126.930637,40.1,20.9,4,프리플렉스거더교,B,DB-24,9
자치울교(2+760라멘교),기타,경기도,화성시,37.126386,126.930109,37.126069,126.930063,12.0,20.9,4,라멘교,A,DB-24,9
방축교,기타,경기도,화성시,37.120297,126.929194,37.119814,126.929047,30.1,20.9,4,PSCI거더교,A,DB-24,9
향남IC교,2,경기도,화성시,37.111821,126.926402,37.111137,126.926134,50.1,20.9,4,프리플렉스거더교,B,DB-24,9
향남교,기타,경기도,화성시,37.106584,126.924654,37.105977,126.924504,50.0,20.9,4,강박스거더교,A,DB-24,9
요당교,기타,경기도,화성시,37.076182,126.920029,37.076416,126.920175,30.4,20.9,4,PSCI거더교,A,DB-24,9
요당IC 1교,기타,경기도,화성시,37.072763,126.914421,37.072849,126.914564,11.8,25.0,5,라멘교,A,DB-24,9
요당IC 육교,기타,경기도,화성시,37.072429,126.913803,37.072506,126.913972,25.3,65.0,4,라멘교,A,DB-24,9
요당IC 2교,기타,경기도,화성시,37.071895,126.912972,37.07208,126.913244,10.0,29.3,6,라멘교,A,DB-24,9
요당IC RAMP-A교,1,경기도,화성시,37.07187,126.913151,37.072158,126.913146,480.3,10.5,2,강박스거더교,B,DB-24,9
요당IC Ramp-B교,기타,경기도,화성시,37.071605,126.91476,37.071768,126.914805,11.3,20.8,2,라멘교,A,DB-24,9
황구지천교(상),1,경기도,화성시,37.200342,127.022078,37.202936,127.024236,340.0,17.1,4,강박스거더교,B,DB-24,10
황구지천교(하),1,경기도,화성시,37.202486,127.024016,37.200288,127.02219,350.0,17.7,4,강박스거더교,B,DB-24,10
진안1육교(상),1,경기도,화성시,37.206882,127.027104,37.210378,127.028795,267.5,17.9,4,강박스거더교,B,DB-24,10
진안1육교(하),1,경기도,화성시,37.21036,127.028885,37.206756,127.027149,235.0,17.1,4,강박스거더교,B,DB-24,10
대쌍교(상),1,경기도,광주시,37.382876,127.286104,37.383959,127.282821,320.0,14.3,3,PSC박스거더교,B,DB-24,10
대쌍교(하),1,경기도,광주시,37.382561,127.285922,37.383635,127.282489,330.0,14.3,3,PSC박스거더교,B,DB-24,10
쌍동IC교(상),1,경기도,광주시,37.380735,127.295159,37.381176,127.293459,160.0,14.0,3,강박스거더교,B,DB-24,10
쌍동IC교(하),1,경기도,광주시,37.380547,127.295261,37.381007,127.293574,160.0,14.0,3,강박스거더교,B,DB-24,10
쌍동IC RAMP-B교,1,경기도,광주시,37.380451,127.29497,37.380807,127.294001,130.0,8.0,1,강박스거더교,B,DB-24,10
쌍동IC RAMP-E교,1,경기도,광주시,37.381221,127.294516,37.381557,127.293135,130.0,8.0,1,강박스거더교,B,DB-24,10
곤지암천교(하),2,경기도,광주시,37.378599,127.300195,37.37946,127.298478,225.0,18.0,4,PSCI거더교,B,DB-24,10
곤지암천교(상),2,경기도,광주시,37.378448,127.300125,37.379339,127.298384,225.0,14.0,3,PSCI거더교,B,DB-24,10
경안대교(상),1,경기도,광주시,37.39131,127.25733,37.392554,127.242074,1359.0,14.3,3,엑스트라도즈드교,B,DB-24,10
경안대교(하),1,경기도,광주시,37.390994,127.257191,37.392392,127.242063,1359.0,14.3,3,엑스트라도즈드교,B,DB-24,10
고촌램프D육교,2,경기도,김포시,37.586325,126.793266,37.586575,126.794562,129.0,7.0,1,강박스거더교,B,DB-24,10
선돌교,기타,경기도,여주시,37.215187,127.667541,37.215331,127.667536,13.0,20.9,4,라멘교,A,DB-24,8
청안1교,기타,경기도,여주시,37.205765,127.667707,37.205902,127.66775,13.0,43.9,4,라멘교,A,DB-24,8
청안2교,기타,경기도,여주시,37.202904,127.666439,37.203215,127.666572,35.0,20.9,4,프리플렉스거더교,A,DB-24,8
점동교(상),2,경기도,여주시,37.195467,127.663135,37.199133,127.664798,431.0,10.3,2,PSCI거더교,B,DB-24,8
덕평1교,기타,경기도,여주시,37.182328,127.662858,37.182418,127.662848,10.3,33.4,4,라멘교,A,DB-24,8
점동교(하),2,경기도,여주시,37.199227,127.664605,37.195578,127.662985,430.0,10.9,2,PSCI거더교,B,DB-24,8
화산1교,기타,경기도,화성시,37.199389,127.001507,37.199199,127.001904,40.0,20.9,4,PSCI거더교,A,DB-24,8
화산2교(상),기타,경기도,화성시,37.197314,127.005809,37.197194,127.00606,23.0,10.3,2,라멘교,A,DB-24,8
화산3교(상),기타,경기도,화성시,37.196838,127.006643,37.196642,127.007037,40.0,10.1,2,기타,A,DB-24,8
화산2교(하),기타,경기도,화성시,37.197206,127.006077,37.197366,127.005759,23.0,10.7,2,라멘교,A,DB-24,8
화산3교(하),기타,경기도,화성시,37.196735,127.007068,37.196947,127.006693,40.0,10.1,2,기타,A,DB-24,8
보통1교(상),기타,경기도,화성시,37.197515,126.964293,37.197615,126.964754,45.0,14.4,3,강박스거더교,A,DB-24,8
보통1교(하),기타,경기도,화성시,37.197623,126.964765,37.197512,126.964307,45.0,14.4,3,강박스거더교,A,DB-24,8
보통2교(상),기타,경기도,화성시,37.197566,126.967725,37.19756,126.968036,30.0,10.4,2,프리플렉스거더교,A,DB-24,8
보통2교(하),기타,경기도,화성시,37.197554,126.968016,37.197591,126.967753,30.0,10.4,2,프리플렉스거더교,A,DB-24,8
보통3교(하),2,경기도,화성시,37.197502,126.969849,37.19753,126.969307,50.0,10.4,2,강박스거더교,B,DB-24,8
보통3교(상),2,경기도,화성시,37.197441,126.969899,37.197483,126.96933,50.0,10.4,2,강박스거더교,B,DB-24,8
만년교(상),기타,경기도,화성시,37.195181,127.010691,37.195139,127.011807,99.0,10.7,3,강박스거더교,A,DB-24,8
왕림교(상),기타,경기도,화성시,37.192521,126.940354,37.192442,126.940805,30.0,16.7,4,프리플렉스거더교,A,DB-24,8
보통 RAMPC교,2,경기도,화성시,37.197264,126.969604,37.197257,126.970148,50.0,7.9,1,강박스거더교,B,DB-24,8
보통 RAMPD교,2,경기도,화성시,37.197574,126.969727,37.197644,126.969177,50.0,7.9,1,강박스거더교,B,DB-24,8
수기1교(상),기타,경기도,화성시,37.19863,126.980733,37.198677,126.980911,15.0,10.1,2,라멘교,A,DB-24,8
수기2교(상),2,경기도,화성시,37.20001,126.989175,37.2001,126.99038,105.0,10.7,2,프리플렉스거더교,B,DB-24,8
만년교(하),기타,경기도,화성시,37.19531,127.011802,37.195386,127.010707,99.0,10.4,2,강박스거더교,A,DB-24,8
수기1교(하),기타,경기도,화성시,37.198761,126.980871,37.198718,126.980691,15.0,10.7,2,라멘교,A,DB-24,8
왕림교(하),기타,경기도,화성시,37.192641,126.940824,37.192676,126.940494,30.0,16.7,4,프리플렉스거더교,A,DB-24,8
수기2교(하),2,경기도,화성시,37.200118,126.990409,37.200037,126.98922,105.0,10.1,2,프리플렉스거더교,B,DB-24,8
매산교,기타,경기도,안성시,37.08792,127.436674,37.088102,127.436636,18.0,22.7,4,라멘교,A,DB-24,8
죽산1교(상),1,경기도,안성시,37.078102,127.43469,37.081535,127.4348,375.0,10.1,2,강박스거더교,B,DB-24,8
죽산1교(하),1,경기도,안성시,37.081571,127.434676,37.077985,127.434588,385.0,10.7,2,강박스거더교,B,DB-24,8
RAMP-D교,2,경기도,안성시,37.079045,127.434392,37.077981,127.434577,120.0,11.4,1,PSCI거더교,B,DB-24,8
RAMP-A교,2,경기도,안성시,37.078336,127.434869,37.080044,127.434727,180.0,15.4,1,PSCI거더교,B,DB-24,8
장원1교,기타,경기도,안성시,37.071211,127.438736,37.071487,127.438548,30.0,20.9,4,PSC슬래브교,A,DB-24,8
용설1교,2,경기도,안성시,37.046442,127.438084,37.047709,127.438298,150.0,20.9,4,PSCI거더교,B,DB-24,8
용설2교,기타,경기도,안성시,37.057256,127.440229,37.057873,127.440659,30.0,20.9,4,PSCI거더교,A,DB-24,8
용설3교,1,경기도,안성시,37.059035,127.440862,37.060264,127.441286,150.0,20.9,4,강박스거더교,B,DB-24,8
당목교,기타,경기도,안성시,37.034763,127.441603,37.035088,127.441313,45.7,20.9,4,PSCI거더교,A,DB-24,8
두교1교(상),2,경기도,안성시,37.012862,127.436594,37.014133,127.436607,135.0,10.1,2,강박스거더교,B,DB-24,8
두교1교(하),2,경기도,안성시,37.014051,127.436603,37.012929,127.436582,135.0,11.0,2,강박스거더교,B,DB-24,8
두교2교,기타,경기도,안성시,37.016934,127.43773,37.017208,127.437912,30.0,21.1,4,PSCI거더교,A,DB-24,8
두교3교(상),1,경기도,안성시,37.018831,127.439103,37.020544,127.440272,230.0,17.2,3,강박스거더교,B,DB-24,8
두교3교(하),1,경기도,안성시,37.020788,127.440197,37.019135,127.439017,230.0,14.7,3,강박스거더교,B,DB-24,8
두교4교,기타,경기도,안성시,37.021577,127.440841,37.021701,127.440964,11.0,25.0,4,라멘교,A,DB-24,8
죽산2교,2,경기도,안성시,37.080772,127.435282,37.080953,127.436244,110.0,33.9,8,라멘교,B,DB-24,8
누산교,기타,경기도,김포시,37.671906,126.640559,37.671563,126.641196,90.0,34.4,6,PSCI거더교,A,DB-24,9
마송IC교,기타,경기도,김포시,37.684904,126.607974,37.68484,126.608201,30.2,28.2,6,PSCI거더교,A,DB-24,9
칠곡육교,기타,경기도,안성시,37.053092,127.163909,37.053238,127.164016,20.0,20.5,4,라멘교,A,DB-24,9
천서교,기타,경기도,여주시,37.395638,127.55092,37.395776,127.550774,41.1,10.9,2,프리플렉스거더교,A,DB-24,11
신대IC교,기타,경기도,평택시,36.942038,126.99203,36.942344,126.991996,35.2,28.1,6,PSC슬래브교,A,DB-24,7
팽성교,기타,경기도,평택시,36.951594,126.990855,36.951772,126.990805,40.4,27.9,6,PSC슬래브교,A,DB-24,7
팽성IC교,기타,경기도,평택시,36.954117,126.989564,36.954322,126.989415,35.1,31.9,6,PSCI거더교,A,DB-24,7
평택대교,1,경기도,평택시,36.957766,126.98565,36.962792,126.974151,1210.0,29.9,6,엑스트라도즈드교,B,DB-24,7
삼정교,기타,경기도,평택시,36.966721,126.96815,36.966854,126.968035,16.0,27.9,6,라멘교,A,DB-24,7
길음1교,기타,경기도,평택시,36.975105,126.964415,36.975217,126.964376,10.0,27.9,6,라멘교,A,DB-24,7
길음2교,기타,경기도,평택시,36.979673,126.96331,36.979914,126.963307,24.0,36.5,8,라멘교,A,DB-24,7
길음IC교,기타,경기도,평택시,36.982334,126.963687,36.982642,126.963783,35.0,28.5,8,프리플렉스거더교,A,DB-24,7
미촌교,기타,경기도,평택시,36.986574,126.966544,36.986772,126.966771,30.0,30.0,6,PSCI거더교,A,DB-24,7
길음교,기타,경기도,평택시,36.987016,126.96706,36.987462,126.967678,47.5,28.8,6,프리플렉스거더교,A,DB-24,7
당거교,기타,경기도,평택시,36.988544,126.969391,36.988701,126.969649,30.0,28.2,6,프리플렉스거더교,A,DB-24,7
숙성1교,기타,경기도,평택시,36.991645,126.974579,36.992059,126.975287,60.0,27.9,6,프리플렉스거더교,A,DB-24,7
숙성2교,기타,경기도,평택시,36.992776,126.976522,36.992979,126.976809,35.0,28.1,6,프리플렉스거더교,A,DB-24,7
숙성3교,기타,경기도,평택시,36.996911,126.983166,36.997068,126.983379,27.6,27.9,6,라멘교,A,DB-24,7
숙성4교,기타,경기도,평택시,37.001074,126.987148,37.001221,126.987232,15.0,28.1,6,라멘교,A,DB-24,7
오성1교,기타,경기도,평택시,37.007856,126.988913,37.007955,126.988919,10.0,37.5,6,라멘교,A,DB-24,7
오성2교,기타,경기도,평택시,37.008934,126.988871,37.009871,126.988646,95.0,28.1,6,프리플렉스거더교,A,DB-24,7
교포천교,기타,경기도,평택시,37.012088,126.987921,37.012552,126.987696,45.0,32.1,7,프리플렉스거더교,A,DB-24,7
오성IC교,기타,경기도,평택시,37.014685,126.986465,37.014964,126.98635,35.0,31.9,7,PSCI거더교,A,DB-24,7
고촌고가교,2,경기도,김포시,37.584322,126.782793,37.586008,126.78854,129.0,9.8,2,강박스거더교,B,DB-24,10
신원4교,기타,경기도,이천시,37.295809,127.518006,37.296174,127.517475,15.0,28.0,6,라멘교,A,DB-24,5
응암 RAMP-C교,2,경기도,이천시,37.237789,127.520077,37.235761,127.518299,52.0,6.0,1,강박스거더교,B,DB-24,5
응암 RAMP-B교,2,경기도,이천시,37.237866,127.52048,37.23571,127.518933,52.0,6.0,1,강박스거더교,B,DB-24,5
응암2교,2,경기도,이천시,37.234188,127.517478,37.234405,127.51761,52.0,21.0,4,강박스거더교,B,DB-24,5
응암1교,2,경기도,이천시,37.235579,127.518232,37.235448,127.518578,52.0,20.9,4,강박스거더교,B,DB-24,5
가산교,1,경기도,이천시,37.241548,127.523258,37.24277,127.52414,120.0,20.9,4,강박스거더교,B,DB-24,5
송온교,기타,경기도,이천시,37.252655,127.523736,37.252119,127.523881,30.0,21.0,4,PSCI거더교,A,DB-24,5
월양천교,기타,경기도,이천시,37.254923,127.523342,37.254211,127.523444,25.0,21.0,4,PSCI거더교,A,DB-24,5
수정교,기타,경기도,이천시,37.267836,127.524491,37.267753,127.524479,15.0,33.0,4,라멘교,A,DB-24,5
죽당1교,기타,경기도,이천시,37.28243,127.525755,37.281874,127.525822,30.0,21.0,4,PSCI거더교,A,DB-24,5
부발 RAMP-B교,기타,경기도,이천시,37.288643,127.523695,37.288864,127.524112,40.0,14.0,2,프리플렉스거더교,A,DB-24,5
부발교,2,경기도,이천시,37.292632,127.521314,37.292392,127.521526,50.0,36.0,8,강박스거더교,B,DB-24,5
고사천교,기타,경기도,이천시,37.29696,127.516336,37.297212,127.515957,30.0,28.0,6,PSCI거더교,A,DB-24,5
신원3교,2,경기도,이천시,37.298674,127.513455,37.299078,127.512643,50.0,28.0,6,강박스거더교,B,DB-24,5
신원2교,기타,경기도,이천시,37.302463,127.506462,37.302297,127.506819,15.0,28.0,6,라멘교,A,DB-24,5
신원1교,1,경기도,이천시,37.302902,127.50558,37.304445,127.502872,300.0,28.0,6,강박스거더교,B,DB-24,5
우곡교,2,경기도,이천시,37.30631,127.499336,37.306091,127.499825,50.0,28.0,6,강박스거더교,B,DB-24,5
도지2교,기타,경기도,이천시,37.307264,127.491475,37.307189,127.49095,15.0,35.0,6,라멘교,A,DB-24,5
도지1교,2,경기도,이천시,37.30666,127.480485,37.306703,127.479836,50.0,28.0,6,강박스거더교,B,DB-24,5
모전교,기타,경기도,이천시,37.308185,127.473326,37.308274,127.472963,15.0,28.0,6,라멘교,A,DB-24,5
향남1교,기타,경기도,화성시,37.122667,126.916466,37.122608,126.916674,20.2,28.0,4,라멘교,B,DB-24,15
향남2교,기타,경기도,화성시,37.123947,126.912223,37.124009,126.911891,18.4,26.0,4,라멘교,B,DB-24,15
향남3교,기타,경기도,화성시,37.125174,126.912112,37.125005,126.912033,19.0,11.5,4,라멘교,B,DB-24,15
요당교,기타,경기도,화성시,37.078236,126.913243,37.078095,126.913248,12.0,25.0,4,라멘교,B,DB-24,17
번천3교,3,경기도,광주시,37.449024,127.25964,37.449711,127.260456,80.0,7.2,1,PSCI거더교,B,DB-24,17
서호2교,2,경기도,화성시,37.239673,126.820577,37.241086,126.820021,150.0,26.3,4,PSCI거더교,B,DB-24,6
서호1교,2,경기도,화성시,37.241856,126.81949,37.243143,126.818613,135.0,26.3,4,PSCI거더교,B,DB-24,6
수화3교,기타,경기도,화성시,37.24687,126.816036,37.247188,126.815813,40.0,26.3,4,PSCI거더교,A,DB-24,6
수화2교,2,경기도,화성시,37.255444,126.813367,37.256793,126.813119,140.0,33.3,6,PSCI거더교,B,DB-24,6
백사IC교,기타,경기도,이천시,37.309315,127.468894,37.309237,127.469339,30.0,31.9,6,PSCI거더교,A,DB-24,6
신대2교,기타,경기도,이천시,37.310592,127.464835,37.310346,127.465669,45.0,35.9,6,강박스거더교,A,DB-24,6
RAMP-F교,기타,경기도,이천시,37.311336,127.462558,37.311145,127.462937,40.0,7.9,1,PSCI거더교,A,DB-24,6
신대1교,기타,경기도,이천시,37.311457,127.462551,37.311248,127.463226,40.0,27.9,6,PSCI거더교,A,DB-24,6
장신교,기타,경기도,이천시,37.312503,127.460194,37.311884,127.461753,17.0,86.6,6,라멘교,A,DB-24,6
도봉2교,기타,경기도,이천시,37.314463,127.45201,37.314568,127.452778,15.0,31.9,6,라멘교,A,DB-24,6
도봉1교,기타,경기도,이천시,37.312822,127.446958,37.312726,127.446588,30.0,27.9,6,PSCI거더교,A,DB-24,6
수하3교(상),2,경기도,이천시,37.31291,127.437082,37.312605,127.438079,100.0,13.9,3,강박스거더교,B,DB-24,6
수하3교(하),2,경기도,이천시,37.312515,127.438104,37.312861,127.436955,100.0,13.9,3,강박스거더교,B,DB-24,6
수하2교,기타,경기도,이천시,37.314171,127.434712,37.314503,127.434102,40.0,35.9,6,PSCI거더교,A,DB-24,6
수하1교,기타,경기도,이천시,37.318791,127.425598,37.317746,127.427887,40.0,27.9,6,강박스거더교,A,DB-24,6
지석3교,기타,경기도,이천시,37.319277,127.424523,37.319953,127.423252,15.0,27.9,6,라멘교,A,DB-24,6
괸돌교,기타,경기도,이천시,37.317579,127.428119,37.317503,127.428291,14.0,9.4,2,라멘교,A,DB-24,6
지석2교,기타,경기도,이천시,37.320098,127.422934,37.32025,127.422622,35.0,27.9,6,PSCI거더교,A,DB-24,6
지석1교(상),기타,경기도,이천시,37.321181,127.421126,37.321585,127.420401,12.0,14.9,3,라멘교,A,DB-24,6
지석1교(하),기타,경기도,이천시,37.321339,127.420459,37.32116,127.420757,12.0,14.9,3,라멘교,A,DB-24,6
봉현육교,기타,경기도,광주시,37.339323,127.401606,37.339778,127.402291,80.0,8.9,2,강박스거더교,A,DB-24,6
봉현1교(상),기타,경기도,광주시,37.342574,127.398105,37.342765,127.397678,10.0,14.9,3,라멘교,A,DB-24,6
봉현1교(하),기타,경기도,광주시,37.342478,127.397445,37.342287,127.397811,10.0,14.9,3,라멘교,A,DB-24,6
설월교(상),기타,경기도,광주시,37.344197,127.395152,37.344496,127.39464,30.0,14.9,3,PSCI거더교,A,DB-24,6
설월교(하),기타,경기도,광주시,37.344173,127.394407,37.343883,127.394936,30.0,14.9,3,PSCI거더교,A,DB-24,6
부항교(상),2,경기도,광주시,37.353502,127.381024,37.354337,127.379064,180.0,14.0,3,PSCI거더교,B,DB-24,6
부항교(하),2,경기도,광주시,37.353259,127.380831,37.35413,127.378894,150.0,14.0,3,PSCI거더교,B,DB-24,6
오향교,2,경기도,광주시,37.35732,127.373153,37.356495,127.374651,150.0,35.9,8,PSCI거더교,B,DB-24,6
열미4교(RAMP-E),기타,경기도,광주시,37.358011,127.372502,37.357774,127.372848,30.4,7.9,3,PSCI거더교,A,DB-24,6
열미3교(RAMP-D),기타,경기도,광주시,37.357512,127.372398,37.357693,127.371948,30.5,7.9,3,PSCI거더교,A,DB-24,6
열미2교,기타,경기도,광주시,37.357684,127.372594,37.35777,127.372433,30.5,27.9,6,PSCI거더교,A,DB-24,6
열미IC교,기타,경기도,광주시,37.358947,127.370038,37.358779,127.370505,35.1,27.9,6,PSCI거더교,A,DB-24,6
열미1교(상),2,경기도,광주시,37.365383,127.354516,37.366088,127.352386,180.0,14.9,3,PSCI거더교,B,DB-24,6
열미1교(하),2,경기도,광주시,37.365752,127.352224,37.365066,127.354281,180.0,14.9,3,PSCI거더교,B,DB-24,6
늑현교(상),1,경기도,광주시,37.372089,127.318765,37.372372,127.31565,280.0,14.9,3,강박스거더교,B,DB-24,6
늑현교(하),1,경기도,광주시,37.371903,127.315942,37.371617,127.319362,280.0,14.9,3,강박스거더교,B,DB-24,6
