교량명,시설물종별등급구분,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수
당촌교(평택),3,경기도,안성시,36.991078,127.21867,36.991078,127.21867,26.0,12.5,2,라멘교,B,DB-24,15
갈전안성천교(제천),2,경기도,안성시,36.987478,127.228953,36.987478,127.228953,150.6,11.8,2,PSCI거더교,B,DB-24,15
갈전안성천교(평택),2,경기도,안성시,36.987478,127.228953,36.987478,127.228953,150.6,12.5,2,PSCI거더교,B,DB-24,15
갈전1교(제천),3,경기도,안성시,36.987478,127.228953,36.987478,127.228953,30.1,11.8,2,PSCI거더교,B,DB-24,15
갈전1교(평택),3,경기도,안성시,36.987478,127.228953,36.987478,127.228953,30.1,12.5,2,PSCI거더교,B,DB-24,15
갈전2교(제천),3,경기도,안성시,36.987478,127.228953,36.987478,127.228953,35.0,11.8,2,PSCI거더교,B,DB-24,15
갈전2교(평택),3,경기도,안성시,36.987478,127.228953,36.987478,127.228953,35.0,12.5,2,PSCI거더교,B,DB-24,15
갈전육교,3,경기도,안성시,36.981744,127.237548,36.981744,127.237548,43.5,30.0,2,라멘교,B,DB-24,15
보체1교(제천),기타,경기도,안성시,36.975363,127.245389,36.975363,127.245389,8.0,30.7,3,라멘교,B,DB-24,15
보체1교(평택),기타,경기도,안성시,36.975363,127.245389,36.975363,127.245389,8.0,17.5,3,라멘교,B,DB-24,15
남안성IC교(제천),3,경기도,안성시,36.975363,127.245389,36.975363,127.245389,35.0,16.1,3,강플레이트거더교,B,DB-24,15
남안성IC교(평택),3,경기도,안성시,36.975363,127.245389,36.975363,127.245389,35.0,11.8,2,강플레이트거더교,B,DB-24,15
남안성ICR-A교(제천),기타,경기도,안성시,36.975363,127.245389,36.975363,127.245389,12.6,11.4,2,라멘교,B,DB-24,15
남안성ICR-A교(평택),기타,경기도,안성시,36.975363,127.245389,36.975363,127.245389,12.6,11.4,2,라멘교,B,DB-24,15
고잔4교(목포),기타,경기도,평택시,37.049031,126.886221,37.049067,126.886221,15.0,15.7,3,라멘교,B,DB-24,27
동문육교(부산),3,경기도,안성시,37.037425,127.13854,37.037425,127.13854,47.1,19.3,4,RC슬래브교,B,DB-24,30
동문육교(서울0),3,경기도,안성시,37.037425,127.13854,37.037425,127.13854,47.1,19.3,5,RC슬래브교,B,DB-24,30
외가천교(부산),3,경기도,안성시,37.04631,127.136805,37.04631,127.136805,60.0,19.3,4,PSCI거더교,B,DB-24,30
외가천교(서울0),3,경기도,안성시,37.04631,127.136805,37.04631,127.136805,60.0,19.3,4,PSCI거더교,B,DB-24,30
지문육교(부산),기타,경기도,안성시,37.055287,127.13598,37.055287,127.13598,8.3,19.3,4,라멘교,B,DB-24,30
지문육교(서울),기타,경기도,안성시,37.055287,127.13598,37.055287,127.13598,8.3,19.3,4,라멘교,B,DB-24,30
원곡육교(부산),기타,경기도,안성시,37.072937,127.132673,37.072937,127.132673,12.0,19.3,4,라멘교,B,DB-24,30
원곡육교(서울),기타,경기도,안성시,37.072937,127.132673,37.072937,127.132673,12.0,19.3,4,라멘교,B,DB-24,30
진목육교(부산),기타,경기도,용인시,37.097885,127.11998,37.097885,127.11998,12.0,21.3,4,라멘교,B,DB-24,30
진목육교(서울),기타,경기도,용인시,37.097885,127.11998,37.097885,127.11998,12.0,24.0,4,라멘교,B,DB-24,30
진위천교(부산),2,경기도,용인시 처인구,37.106348,127.116151,37.106348,127.116151,162.2,19.3,5,강박스거더교,E,DB-24,30
진위천교(서울),2,경기도,용인시 처인구,37.106348,127.116151,37.106348,127.116151,162.2,19.3,4,강박스거더교,E,DB-24,30
외동천교(부산),3,경기도,용인시 처인구,37.114771,127.112201,37.114771,127.112201,54.1,19.3,5,RC중공슬래브교,B,DB-24,30
외동천교(서울),3,경기도,용인시 처인구,37.114771,127.112201,37.114771,127.112201,54.1,19.3,5,RC중공슬래브교,B,DB-24,30
대원교(부산),기타,경기도,오산시,37.142068,127.084633,37.142068,127.084633,10.0,23.4,6,라멘교,B,DB-24,30
대원교(서울),기타,경기도,오산시,37.142068,127.084633,37.142068,127.084633,10.0,23.8,6,라멘교,B,DB-24,30
오산IC육교(부산),3,경기도,오산시,37.142068,127.084633,37.142068,127.084633,60.1,19.3,5,PSC중공슬래브교,B,DB-24,30
오산IC육교(서울),3,경기도,오산시,37.142068,127.084633,37.142068,127.084633,60.1,27.4,6,PSC중공슬래브교,B,DB-24,30
부산교(부산),3,경기도,오산시,37.1508,127.084345,37.1508,127.084345,32.1,23.8,5,라멘교,B,DB-24,17
부산교(서울),3,경기도,오산시,37.1508,127.084345,37.1508,127.084345,32.1,23.1,5,라멘교,B,DB-24,17
동탄2교(부산),3,경기도,오산시,37.159249,127.088217,37.159249,127.088217,35.0,19.3,5,PSCI거더교,B,DB-24,30
동탄2교(서울0),3,경기도,오산시,37.159249,127.088217,37.159249,127.088217,35.0,19.3,5,PSCI거더교,B,DB-24,30
동탄2교(서울1),기타,경기도,오산시,37.159249,127.088217,37.159249,127.088217,37.6,5.3,1,라멘교,A,DB-24,4
동탄1교(부산),3,경기도,오산시,37.159249,127.088217,37.159249,127.088217,30.1,19.3,5,PSCI거더교,B,DB-24,30
동탄1교(서울0),3,경기도,오산시,37.159249,127.088217,37.159249,127.088217,30.1,19.3,5,PSCI거더교,B,DB-24,30
동탄1교(서울1),기타,경기도,오산시,37.159249,127.088217,37.159249,127.088217,29.9,5.4,1,라멘교,A,DB-24,4
송리교(부산),기타,경기도,화성시,37.16769,127.092124,37.16769,127.092124,11.2,19.3,5,라멘교,B,DB-24,30
송리교(서울0),기타,경기도,화성시,37.16769,127.092124,37.16769,127.092124,11.2,19.3,5,라멘교,B,DB-24,30
송리교(서울1),기타,경기도,오산시,37.16769,127.092124,37.16769,127.092124,13.1,6.0,1,라멘교,A,DB-24,4
청계1교(부산),3,경기도,화성시,37.203048,127.094743,37.203048,127.094743,42.1,19.7,5,RC슬래브교,B,DB-24,30
청계1교(서울),3,경기도,화성시,37.203048,127.094743,37.203048,127.094743,42.1,19.3,4,RC슬래브교,B,DB-24,30
기흥IC10교,기타,경기도,화성시,37.220872,127.1,37.220872,127.1,10.6,24.8,6,강플레이트거더교,B,DB-24,13
기흥IC1교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,34.1,30.6,3,라멘교,B,DB-24,13
기흥IC2교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,40.4,17.0,2,PSCI거더교,B,DB-24,13
기흥IC3교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,45.2,15.6,2,PSCI거더교,B,DB-24,13
기흥IC4교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,90.6,8.5,1,PSCI거더교,B,DB-24,13
기흥IC5교(진입),3,경기도,화성군,37.220872,127.1,37.220872,127.1,45.0,15.2,3,PSCI거더교,B,DB-24,13
기흥IC5교(진출),3,경기도,화성군,37.220872,127.1,37.220872,127.1,45.0,15.2,3,PSCI거더교,B,DB-24,13
기흥IC6교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,76.0,11.1,2,강박스거더교,B,DB-24,13
기흥IC7교,기타,경기도,화성시,37.220872,127.1,37.220872,127.1,83.5,11.1,2,강박스거더교,B,DB-24,13
기흥IC8교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,26.0,8.7,1,라멘교,B,DB-24,13
기흥IC9교,3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,90.5,8.8,1,PSCI거더교,B,DB-24,13
기흥IC교(진입),1,경기도,화성시,37.220872,127.1,37.220872,127.1,150.3,7.8,1,강박스거더교,E,DB-24,13
기흥IC교(진출),1,경기도,화성시,37.220872,127.1,37.220872,127.1,150.3,11.4,1,강박스거더교,E,DB-24,13
오산천교(진입),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,98.2,18.6,4,강박스거더교,B,DB-24,13
오산천교(진출),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,98.2,18.6,4,강박스거더교,B,DB-24,13
고매교(부산),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,45.0,23.4,5,RC중공슬래브교,B,DB-24,30
고매교(서울),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,45.0,36.8,6,RC중공슬래브교,B,DB-24,30
기흥육교(부산),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,30.3,23.4,5,프리플렉스거더교,B,DB-24,30
기흥육교(서울0),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,30.3,23.4,5,프리플렉스거더교,B,DB-24,30
기흥육교(서울1),3,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,30.3,4.6,1,프리플렉스거더교,B,DB-24,13
삼성고가차도,1,경기도,용인시 기흥구,37.220872,127.1,37.220872,127.1,165.2,13.1,2,강박스거더교,E,DB-24,16
공세2교(부산),3,경기도,용인시 기흥구,37.228626,127.105739,37.228626,127.105739,30.5,23.4,5,프리플렉스거더교,B,DB-24,30
공세2교(서울0),3,경기도,용인시 기흥구,37.228626,127.105739,37.228626,127.105739,30.5,19.3,4,프리플렉스거더교,B,DB-24,30
공세2교(서울1),3,경기도,용인시 기흥구,37.228626,127.105739,37.228626,127.105739,30.5,4.4,1,프리플렉스거더교,B,DB-24,13
공세1교(부산),3,경기도,용인시 기흥구,37.228626,127.105739,37.228626,127.105739,35.0,23.4,5,RC슬래브교,B,DB-24,30
공세1교(서울0),3,경기도,용인시 기흥구,37.228626,127.105739,37.228626,127.105739,35.0,19.7,4,RC슬래브교,B,DB-24,30
공세1교(서울1),3,경기도,용인시 기흥구,37.228626,127.105739,37.228626,127.105739,35.0,5.2,1,RC슬래브교,B,DB-24,13
공세육교(부산),3,경기도,용인시 기흥구,37.237308,127.1059,37.237308,127.1059,30.0,23.4,5,프리플렉스거더교,B,DB-24,30
공세육교(서울),3,경기도,용인시 기흥구,37.237308,127.1059,37.237308,127.1059,30.0,19.3,5,프리플렉스거더교,B,DB-24,30
보평육교(부산),3,경기도,용인시 기흥구,37.246167,127.103918,37.246167,127.103918,35.0,19.7,5,프리플렉스거더교,B,DB-24,30
보평육교(서울),3,경기도,용인시 기흥구,37.246167,127.103918,37.246167,127.103918,35.0,19.7,5,프리플렉스거더교,B,DB-24,30
보평교(부산),3,경기도,용인시 기흥구,37.255177,127.103859,37.255177,127.103859,42.5,19.3,5,RC슬래브교,B,DB-24,30
보평교(서울),3,경기도,용인시 기흥구,37.255177,127.103859,37.255177,127.103859,42.5,19.3,5,RC슬래브교,B,DB-24,30
수원IC1교,1,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,482.7,19.6,4,강박스거더교,E,DB-24,13
수원IC2교,3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,90.3,8.9,1,강박스거더교,B,DB-24,13
수원IC3교,기타,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,15.0,27.9,2,라멘교,B,DB-24,13
수원IC4교,3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,30.7,11.1,2,PSCI거더교,B,DB-24,13
수원IC5교,기타,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,12.0,15.1,3,라멘교,B,DB-24,13
수원IC6교,기타,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,6.1,27.8,1,강플레이트거더교,B,DB-24,13
수원IC교,1,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,124.2,8.7,1,강박스거더교,E,DB-24,13
수원육교(부산0),3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,65.2,19.3,5,프리플렉스거더교,B,DB-24,31
수원육교(부산1),3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,65.2,5.9,1,프리플렉스거더교,B,DB-24,13
수원육교(서울),3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,65.2,23.4,6,프리플렉스거더교,B,DB-24,31
영덕교(0),3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,70.0,15.3,3,RC슬래브교,B,DB-24,55
영덕교(1),3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,70.0,5.8,1,RC슬래브교,B,DB-24,36
영덕교(2),3,경기도,용인시 기흥구,37.264187,127.103812,37.264187,127.103812,70.0,8.8,2,RC슬래브교,B,DB-24,31
영덕교(3),3,경기도,용인시,37.264187,127.103812,37.264187,127.103812,70.0,30.0,5,RC슬래브교,B,DB-24,27
하갈교(부산),3,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,70.0,22.3,5,RC슬래브교,B,DB-24,31
하갈교(서울),3,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,70.0,22.9,5,RC슬래브교,B,DB-24,31
신갈2육교(부산),3,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,60.4,23.2,5,프리플렉스거더교,B,DB-24,31
신갈2육교(서울),3,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,60.4,19.3,5,프리플렉스거더교,B,DB-24,31
신갈1육교(부산),기타,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,16.0,28.2,6,라멘교,B,DB-24,31
신갈1육교(서울),기타,경기도,용인시 기흥구,37.273197,127.103765,37.273197,127.103765,16.0,36.6,6,라멘교,B,DB-24,31
신갈JCT2교(부산),기타,경기도,용인시 기흥구,37.282208,127.103718,37.282208,127.103718,6.8,24.0,5,라멘교,B,DB-24,32
신갈JCT2교(서울),기타,경기도,용인시 기흥구,37.282208,127.103718,37.282208,127.103718,6.8,24.0,5,라멘교,B,DB-24,32
신갈JCT1교(부산),3,경기도,용인시 기흥구,37.291218,127.103671,37.291218,127.103671,40.7,19.2,4,프리플렉스거더교,B,DB-24,32
신갈JCT1교(서울),3,경기도,용인시 기흥구,37.291218,127.103671,37.291218,127.103671,40.7,19.2,4,프리플렉스거더교,B,DB-24,32
풍덕천교(부산),3,경기도,용인시 기흥구,37.327259,127.103484,37.327259,127.103484,75.4,19.3,5,PSCI거더교,B,DB-24,31
풍덕천교(서울),3,경기도,용인시 기흥구,37.327259,127.103484,37.327259,127.103484,75.4,19.3,5,PSCI거더교,B,DB-24,31
죽전육교(부산),3,경기도,용인시 수지구,37.336269,127.103437,37.336269,127.103437,40.4,23.0,5,프리플렉스거더교,B,DB-24,31
죽전육교(서울),3,경기도,용인시 수지구,37.336269,127.103437,37.336269,127.103437,40.4,20.8,5,프리플렉스거더교,B,DB-24,31
금곡교(부산0),3,경기도,성남시 분당구,37.345279,127.103391,37.345279,127.103391,74.9,15.7,4,RC슬래브교,B,DB-24,55
금곡교(부산1),3,경기도,성남시 분당구,37.345279,127.103391,37.345279,127.103391,74.9,5.6,1,RC슬래브교,B,DB-24,31
금곡교(서울0),3,경기도,성남시 분당구,37.345279,127.103391,37.345279,127.103391,74.9,15.7,4,RC슬래브교,B,DB-24,55
금곡교(서울1),3,경기도,성남시 분당구,37.345279,127.103391,37.345279,127.103391,74.9,5.6,1,RC슬래브교,B,DB-24,31
금곡육교(부산),3,경기도,성남시 분당구,37.354289,127.103344,37.354289,127.103344,40.4,19.3,5,프리플렉스거더교,B,DB-24,31
금곡육교(서울),3,경기도,성남시 분당구,37.354289,127.103344,37.354289,127.103344,40.4,19.3,5,프리플렉스거더교,B,DB-24,31
궁내2교(부산0),기타,경기도,성남시 분당구,37.363299,127.103279,37.363299,127.103279,10.8,11.2,2,라멘교,B,DB-24,36
궁내2교(부산1),기타,경기도,성남시 분당구,37.363299,127.103279,37.363299,127.103279,10.8,23.9,5,라멘교,B,DB-24,31
궁내2교(부산2),기타,경기도,성남시 분당구,37.363299,127.103279,37.363299,127.103279,10.8,21.3,4,라멘교,B,DB-24,13
궁내2교(서울0),기타,경기도,성남시 분당구,37.363299,127.103279,37.363299,127.103279,10.8,27.2,5,라멘교,B,DB-24,36
궁내2교(서울1),기타,경기도,성남시 분당구,37.363299,127.103279,37.363299,127.103279,10.8,33.6,5,라멘교,B,DB-24,31
궁내1교(부산0),기타,경기도,성남시 분당구,37.372309,127.10325,37.372309,127.10325,10.0,19.3,4,라멘교,B,DB-24,31
궁내1교(부산1),기타,경기도,성남시 분당구,37.372309,127.10325,37.372309,127.10325,10.0,13.2,2,라멘교,B,DB-24,13
궁내1교(서울),기타,경기도,성남시 분당구,37.372309,127.10325,37.372309,127.10325,10.0,22.9,5,라멘교,B,DB-24,31
판교3교(부산0),3,경기도,성남시 분당구,37.381319,127.103203,37.381319,127.103203,35.0,18.8,5,프리플렉스거더교,B,DB-24,31
판교3교(부산1),3,경기도,성남시 분당구,37.381319,127.103203,37.381319,127.103203,35.0,7.8,2,프리플렉스거더교,B,DB-24,13
판교3교(서울0),3,경기도,성남시 분당구,37.381319,127.103203,37.381319,127.103203,35.0,18.8,4,프리플렉스거더교,B,DB-24,31
판교3교(서울1),3,경기도,성남시 분당구,37.381319,127.103203,37.381319,127.103203,35.0,4.2,1,프리플렉스거더교,B,DB-24,13
판교2교(부산),3,경기도,성남시 분당구,37.390265,127.102032,37.390265,127.102032,60.5,27.6,7,PSCI거더교,B,DB-24,15
판교2교(서울),3,경기도,성남시 분당구,37.390265,127.102032,37.390265,127.102032,60.5,22.6,5,PSCI거더교,B,DB-24,15
판교1교(부산0),3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,62.8,22.8,5,RC슬래브교,B,DB-24,31
판교1교(부산1),3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,62.8,4.2,1,RC슬래브교,B,DB-24,13
판교1교(서울),3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,62.7,19.3,5,RC슬래브교,B,DB-24,31
판교IC램프E교(부산),3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,25.7,29.3,7,PSCI거더교,B,DB-24,15
판교IC램프E교(서울),3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,25.7,22.6,5,PSCI거더교,B,DB-24,15
판교IC1교,3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,36.5,12.1,2,라멘교,B,DB-24,13
판교IC2교,3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,25.3,14.1,2,PSCI거더교,B,DB-24,13
판교IC3교,3,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,45.4,19.3,4,PSCI거더교,B,DB-24,13
판교IC교,1,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,160.3,14.7,3,강박스거더교,E,DB-24,13
내동교(부산0),기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,8.0,17.2,3,RC슬래브교,B,DB-24,54
내동교(부산1),기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,8.0,5.1,1,RC슬래브교,B,DB-24,32
내동교(부산2),기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,8.0,10.0,2,RC슬래브교,B,DB-24,28
내동교(서울0),기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,8.0,14.2,3,RC슬래브교,B,DB-24,54
내동교(서울1),기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,8.0,9.1,2,RC슬래브교,B,DB-24,32
내동교(서울2),기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,8.0,19.1,4,RC슬래브교,B,DB-24,13
판교JCT육교(부산),기타,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,11.7,23.3,5,라멘교,B,DB-24,32
판교JCT육교(서울0),기타,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,11.7,23.3,6,라멘교,B,DB-24,32
판교JCT육교(서울1),기타,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,11.7,5.5,1,라멘교,B,DB-24,13
외동교(부산),3,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,34.4,23.3,5,라멘교,B,DB-24,32
외동교(서울0),3,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,34.4,23.3,6,라멘교,B,DB-24,32
외동교(서울1),3,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,34.4,6.7,1,라멘교,B,DB-24,13
금토교(부산),3,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,35.9,23.3,4,프리플렉스거더교,B,DB-24,32
금토교(서울),3,경기도,성남시 수정구,37.406461,127.09392,37.406461,127.09392,35.9,23.3,5,프리플렉스거더교,B,DB-24,32
금토JCTRamp-A교,1,경기도,성남시 수정구,37.420505,127.079766,37.420505,127.079766,257.3,11.3,2,강박스거더교,B,DB-24,5
상적교(부산0),3,경기도,성남시 수정구,37.42753,127.072691,37.42753,127.072691,54.0,18.6,4,강플레이트거더교,B,DB-24,35
상적교(부산1),기타,경기도,성남시 수정구,37.42753,127.072691,37.42753,127.072691,53.9,6.2,1,강플레이트거더교,B,DB-24,8
상적교(서울0),3,경기도,성남시 수정구,37.42753,127.072691,37.42753,127.072691,54.0,15.1,4,강플레이트거더교,B,DB-24,35
상적교(서울1),3,경기도,성남시 수정구,37.42753,127.072691,37.42753,127.072691,54.0,4.6,1,강플레이트거더교,B,DB-24,31
상적교(서울2),기타,경기도,성남시 수정구,37.42753,127.072691,37.42753,127.072691,53.9,4.6,1,강플레이트거더교,B,DB-24,8
원지2교(부산0),기타,서울특별시,서초구,37.441914,127.059142,37.441914,127.059142,18.0,19.3,4,라멘교,B,DB-24,31
원지2교(부산1),기타,서울특별시,서초구,37.441914,127.059142,37.441914,127.059142,18.0,8.4,2,라멘교,B,DB-24,8
원지2교(서울0),기타,서울특별시,서초구,37.441914,127.059142,37.441914,127.059142,18.0,19.3,5,라멘교,B,DB-24,31
원지2교(서울1),기타,서울특별시,서초구,37.441914,127.059142,37.441914,127.059142,18.0,3.9,1,라멘교,B,DB-24,8
원지1교(부산0),기타,서울특별시,서초구,37.456747,127.046344,37.456747,127.046344,12.0,19.3,4,라멘교,B,DB-24,31
원지1교(부산1),기타,서울특별시,서초구,37.456747,127.046344,37.456747,127.046344,12.0,3.9,1,라멘교,B,DB-24,8
원지1교(서울),기타,서울특별시,서초구,37.456747,127.046344,37.456747,127.046344,12.0,19.3,5,라멘교,B,DB-24,31
양재육교(부산),3,서울특별시,서초구,37.463249,127.040142,37.463249,127.040142,70.0,23.4,6,프리플렉스거더교,B,DB-24,28
양재육교(서울),3,서울특별시,서초구,37.463249,127.040142,37.463249,127.040142,70.0,23.4,5,프리플렉스거더교,B,DB-24,28
신갈JCT3육교,3,경기도,용인시 기흥구,37.291218,127.103671,37.291218,127.103671,40.2,12.2,2,프리플렉스거더교,B,DB-24,32
신갈JCT4육교,1,경기도,용인시 기흥구,37.291218,127.103671,37.291218,127.103671,100.2,12.2,2,강박스거더교,B,DB-24,32
동문육교(서울1),3,경기도,안성군,37.037425,127.13854,37.037425,127.13854,47.0,6.5,1,RC슬래브교,B,DB-24,21
외가천교(서울1),3,경기도,안성군,37.04631,127.136805,37.04631,127.136805,60.0,8.5,2,PSCI거더교,B,DB-24,21
안성JCT4교,3,경기도,안성군,37.04631,127.136805,37.04631,127.136805,60.0,11.1,2,PSCI거더교,B,DB-24,21
안성JCT3교,3,경기도,안성군,37.037425,127.13854,37.037425,127.13854,47.0,16.2,3,RC슬래브교,B,DB-24,21
판교IC4교,기타,경기도,성남시 분당구,37.399174,127.100343,37.399174,127.100343,32.0,6.9,1,PSCI거더교,A,DB-24,5
금토JCTRamp-B교,1,경기도,성남시 수정구,37.420505,127.079766,37.420505,127.079766,317.3,9.2,1,강박스거더교,B,DB-24,5
목동1교,2,경기도,이천시,37.255319,127.413668,37.255319,127.413668,210.0,13.6,2,PSCI거더교,B,DB-24,22
목동교,1,경기도,이천시,37.263337,127.408587,37.263337,127.408587,145.0,14.5,2,강박스거더교,B,DB-24,22
목리1교(이천),2,경기도,이천시,37.2696,127.400577,37.2696,127.400577,150.0,12.2,2,PSCI거더교,B,DB-24,22
목리1교(하남),2,경기도,이천시,37.2696,127.400577,37.2696,127.400577,150.0,12.2,2,PSCI거더교,B,DB-24,22
서이천IC3교,기타,경기도,이천시,37.276228,127.392944,37.276228,127.392944,11.4,11.4,1,라멘교,A,DB-24,22
장암1교(이천),기타,경기도,이천시,37.276228,127.392944,37.276228,127.392944,15.0,13.7,2,라멘교,A,DB-24,22
장암1교(하남),기타,경기도,이천시,37.276228,127.392944,37.276228,127.392944,15.0,13.7,2,라멘교,A,DB-24,22
서이천IC2교,기타,경기도,이천시,37.276228,127.392944,37.276228,127.392944,11.4,11.4,1,라멘교,A,DB-24,22
장암2교(이천),기타,경기도,이천군,37.276228,127.392944,37.276228,127.392944,14.2,12.2,2,라멘교,A,DB-24,22
장암2교(하남),기타,경기도,이천군,37.276228,127.392944,37.276228,127.392944,14.2,12.2,2,라멘교,A,DB-24,22
고척3교(이천),기타,경기도,이천시,37.290437,127.379108,37.290437,127.379108,12.0,12.2,2,라멘교,A,DB-24,22
고척3교(하남),기타,경기도,이천시,37.290437,127.379108,37.290437,127.379108,12.0,12.2,2,라멘교,A,DB-24,22
고척2교(이천),1,경기도,이천시,37.290437,127.379108,37.290437,127.379108,60.2,13.6,2,아치교,B,DB-24,22
고척2교(하남),1,경기도,이천시,37.290437,127.379108,37.290437,127.379108,60.2,13.6,2,아치교,B,DB-24,22
고척1교(이천),1,경기도,이천군,37.29632,127.370718,37.29632,127.370718,60.0,13.1,2,아치교,B,DB-24,22
고척1교(하남),1,경기도,이천시,37.29632,127.370718,37.29632,127.370718,60.0,13.1,2,아치교,B,DB-24,22
용면3교(이천),2,경기도,이천시,37.29632,127.370718,37.29632,127.370718,360.0,12.2,2,PSCI거더교,B,DB-24,22
용면3교(하남0),2,경기도,이천시,37.29632,127.370718,37.29632,127.370718,360.0,12.2,2,PSCI거더교,B,DB-24,22
용면3교(하남1),2,경기도,이천군,37.29632,127.370718,37.29632,127.370718,360.0,5.6,1,PSCI거더교,B,DB-24,17
용면2교(이천),2,경기도,이천시,37.301769,127.361806,37.301769,127.361806,120.0,12.2,2,PSCI거더교,B,DB-24,22
용면2교(하남),2,경기도,이천시,37.301769,127.361806,37.301769,127.361806,120.0,12.2,2,PSCI거더교,B,DB-24,22
진우1교(이천),3,경기도,광주시,37.329864,127.334487,37.329864,127.334487,90.0,12.2,2,PSCI거더교,B,DB-24,22
진우1교(하남),3,경기도,광주시,37.329864,127.334487,37.329864,127.334487,90.0,12.2,2,PSCI거더교,B,DB-24,22
진우교(이천),3,경기도,광주시,37.329864,127.334487,37.329864,127.334487,30.0,12.2,2,라멘교,B,DB-24,22
진우교(하남),3,경기도,광주시,37.329864,127.334487,37.329864,127.334487,30.0,12.2,2,라멘교,B,DB-24,22
노곡천1교(이천),2,경기도,광주시,37.336949,127.327546,37.336949,127.327546,120.0,12.2,2,PSCI거더교,B,DB-24,22
노곡천1교(하남),2,경기도,광주시,37.336949,127.327546,37.336949,127.327546,120.0,12.2,2,PSCI거더교,B,DB-24,22
궁평1교(이천),3,경기도,광주시,37.336949,127.327546,37.336949,127.327546,60.0,12.2,2,PSCI거더교,B,DB-24,22
궁평1교(하남),3,경기도,광주시,37.336949,127.327546,37.336949,127.327546,60.0,12.2,2,PSCI거더교,B,DB-24,22
곤지암교(이천),1,경기도,광주시,37.354145,127.320835,37.354145,127.320835,275.0,12.2,2,강박스거더교,B,DB-24,22
곤지암교(하남),1,경기도,광주시,37.354145,127.320835,37.354145,127.320835,245.0,12.2,2,강박스거더교,B,DB-24,22
삼리1교(이천),3,경기도,광주시,37.354145,127.320835,37.354145,127.320835,40.0,19.0,2,라멘교,A,DB-24,22
